ID	Num Entries
GO:0030490	3572
GO:0030496	1259
GO:0030529	53489
GO:0030532	5421
GO:0030554	45187
GO:0030659	4681
GO:0030660	968
GO:0030662	2510
GO:0030663	645
GO:0030666	630
GO:0030670	254
GO:0030705	3041
GO:0030863	1853
GO:0030864	1567
GO:0030898	113
GO:0030901	677
GO:0030968	1425
GO:0030970	149
GO:0030983	1438
GO:0031074	25
GO:0031090	60023
GO:0031123	5080
GO:0031124	1940
GO:0031145	1730
GO:0031224	139224
GO:0031226	41588
GO:0031227	3481
GO:0031252	4058
GO:0031323	255173
GO:0031324	54126
GO:0031325	74975
GO:0031326	180349
GO:0031327	31515
GO:0031328	40364
GO:0031329	12003
GO:0031331	5044
GO:0031347	9981
GO:0031349	5764
GO:0031396	2684
GO:0031397	1263
GO:0031398	992
GO:0031399	40846
GO:0031400	9632
GO:0031401	23085
GO:0031410	30037
GO:0031461	5219
GO:0031462	382
GO:0031465	86
GO:0031466	134
GO:0031497	3215
GO:0031570	2896
GO:0031571	394
GO:0031595	678
GO:0031597	938
GO:0031625	6690
GO:0031647	1876
GO:0031965	2772
GO:0031966	14386
GO:0031967	24713
GO:0031974	88051
GO:0031975	26484
GO:0031981	76800
GO:0031982	54117
GO:0031988	51080
GO:0031996	106
GO:0032268	66855
GO:0032269	22004
GO:0032270	30612
GO:0032403	14211
GO:0032404	83
GO:0032405	39
GO:0032432	1049
GO:0032446	35250
GO:0032481	498
GO:0032502	266618
GO:0032527	238
GO:0032549	61723
GO:0032550	61516
GO:0032553	63642
GO:0032555	62219
GO:0032559	44884
GO:0032561	17334
GO:0032774	144753
GO:0032797	110
GO:0032880	9924
GO:0032984	5112
GO:0032991	203126
GO:0033036	75015
GO:0033043	19987
GO:0033119	295
GO:0033177	1223
GO:0033178	1094
GO:0033238	905
GO:0033365	14864
GO:0033554	70734
GO:0033750	521
GO:0033753	519
GO:0034097	12242
GO:0034399	1273
GO:0034470	26041
GO:0034504	4107
GO:0034605	1623
GO:0034613	37454
GO:0034622	24360
GO:0034641	403523
GO:0034645	225336
GO:0034654	171385
GO:0034655	12606
GO:0034660	36058
GO:0034663	90
GO:0034708	1581
GO:0034709	114
GO:0034715	226
GO:0034719	304
GO:0034723	148
GO:0034724	269
GO:0034975	273
GO:0034976	6548
GO:0035036	372
GO:0035097	1047
GO:0035258	679
GO:0035383	1620
GO:0035556	74067
GO:0035639	54554
GO:0035770	3932
GO:0035964	41
GO:0035966	2287
GO:0035967	1760
GO:0036094	99443
GO:0036211	237278
GO:0036402	668
GO:0036464	3873
GO:0036503	2524
GO:0038023	67084
GO:0038093	725
GO:0042026	1044
GO:0042060	5458
GO:0042175	14551
GO:0042176	7876
GO:0042221	153062
GO:0042254	21316
GO:0042255	3568
GO:0042273	3297
GO:0042274	5635
GO:0042276	366
GO:0042278	11116
GO:0042287	257
GO:0042288	136
GO:0042382	56
GO:0042451	4263
GO:0042455	5521
GO:0042470	776
GO:0042590	440
GO:0042623	24670
GO:0042625	4200
GO:0042626	10178
GO:0042641	1073
GO:0042645	625
GO:0042752	1416
GO:0042769	70
GO:0042770	971
GO:0042773	1867
GO:0042775	1598
GO:0042776	77
GO:0042787	3955
GO:0042802	15096
GO:0042981	25921
GO:0043021	2179
GO:0043022	1193
GO:0043038	6903
GO:0043039	6893
GO:0043044	803
GO:0043065	7569
GO:0043066	11608
GO:0043067	27124
GO:0043068	7787
GO:0043069	12119
GO:0043085	42697
GO:0043086	19867
GO:0043161	13697
GO:0043168	93086
GO:0043169	95830
GO:0043170	727565
GO:0043209	1601
GO:0043226	573903
GO:0043227	475678
GO:0043228	120037
GO:0043229	537905
GO:0043230	22604
GO:0043231	450426
GO:0043232	119465
GO:0043233	86673
GO:0043234	143245
GO:0043241	4718
GO:0043292	3816
GO:0043412	255461
GO:0043413	6882
GO:0043434	5147
GO:0043484	1368
GO:0043487	890
GO:0043488	828
GO:0043489	471
GO:0043492	11526
GO:0043531	490
GO:0043566	8362
GO:0043618	770
GO:0043620	801
GO:0043623	11346
GO:0043624	4197
GO:0043632	22768
GO:0043687	1629
GO:0043900	6159
GO:0043933	72100
GO:0044033	932
GO:0044042	4368
GO:0044085	77152
GO:0044092	22971
GO:0044093	47109
GO:0044183	121
GO:0044237	842209
GO:0044238	853811
GO:0044248	79132
GO:0044249	308152
GO:0044257	30306
GO:0044260	622231
GO:0044265	40602
GO:0044267	335284
GO:0044270	15289
GO:0044271	238319
GO:0044281	122914
GO:0044297	4668
GO:0044389	6732
GO:0044391	14455
GO:0044403	10409
GO:0044419	10422
GO:0044421	53417
GO:0044422	252285
GO:0044423	590
GO:0044424	775517
GO:0044425	197291
GO:0044427	22954
GO:0044428	108293
GO:0044429	22994
GO:0044430	35476
GO:0044432	16430
GO:0044433	6212
GO:0044440	5480
GO:0044444	339091
GO:0044445	14028
GO:0044446	243601
GO:0044448	3752
GO:0044449	3218
GO:0044451	18814
GO:0044454	11880
GO:0044455	5276
GO:0044464	1090858
GO:0044699	1550455
GO:0044700	306517
GO:0044710	422270
GO:0044711	93444
GO:0044712	38776
GO:0044723	33156
GO:0044744	3391
GO:0044763	1040204
GO:0044764	9922
GO:0044765	289780
GO:0044766	362
GO:0044767	258930
GO:0044769	1914
GO:0044770	5885
GO:0044772	5660
GO:0044773	1251
GO:0044774	1602
GO:0044783	406
GO:0044802	21445
GO:0044815	2448
GO:0044819	402
GO:0044822	19646
GO:0044839	1664
GO:0044843	2356
GO:0044848	279
GO:0044877	24379
GO:0045047	1131
GO:0045087	12745
GO:0045088	5692
GO:0045089	4509
GO:0045121	2660
GO:0045184	45652
GO:0045259	1501
GO:0045261	556
GO:0045263	631
GO:0045277	705
GO:0045333	6251
GO:0045335	1564
GO:0045732	3565
GO:0045786	6945
GO:0045787	4437
GO:0045862	5947
GO:0045898	754
GO:0045899	719
GO:0045930	3569
GO:0045934	29143
GO:0045935	37413
GO:0046031	2855
GO:0046034	7212
GO:0046128	10882
GO:0046129	4262
GO:0046390	13609
GO:0046483	352147
GO:0046496	5824
GO:0046700	15185
GO:0046794	319
GO:0046872	92026
GO:0046907	54791
GO:0046930	2652
GO:0046931	348
GO:0046933	900
GO:0046961	1014
GO:0048002	1741
GO:0048024	979
GO:0048025	259
GO:0048193	10937
GO:0048194	83
GO:0048199	260
GO:0048200	29
GO:0048205	28
GO:0048255	453
GO:0048285	16810
GO:0048471	5354
GO:0048475	2947
GO:0048511	4722
GO:0048518	195112
GO:0048519	134669
GO:0048522	139758
GO:0048523	113516
GO:0048583	81365
GO:0048584	40370
GO:0048585	22140
GO:0048770	776
GO:0048857	512
GO:0050657	2930
GO:0050658	2912
GO:0050684	1561
GO:0050686	469
GO:0050776	12984
GO:0050778	9406
GO:0050789	774059
GO:0050790	72262
GO:0050792	1821
GO:0050794	674814
GO:0050817	3271
GO:0050877	56768
GO:0050878	4799
GO:0050896	522991
GO:0050906	33938
GO:0050907	33355
GO:0050911	28611
GO:0051020	4380
GO:0051028	2033
GO:0051059	231
GO:0051082	3121
GO:0051084	196
GO:0051087	2045
GO:0051092	1131
GO:0051128	41629
GO:0051130	16164
GO:0051168	3540
GO:0051169	8236
GO:0051170	3463
GO:0051171	182395
GO:0051172	31968
GO:0051173	40096
GO:0051179	400322
GO:0051186	18730
GO:0051234	358306
GO:0051236	2915
GO:0051246	70483
GO:0051247	32251
GO:0051248	22857
GO:0051253	26299
GO:0051254	32165
GO:0051258	4366
GO:0051276	43888
GO:0051301	12325
GO:0051318	18
GO:0051320	2
GO:0051322	22
GO:0051324	18
GO:0051325	34
GO:0051329	27
GO:0051338	22026
GO:0051340	1433
GO:0051347	12586
GO:0051348	5788
GO:0051351	360
GO:0051352	823
GO:0051427	2416
GO:0051436	764
GO:0051437	102
GO:0051438	1328
GO:0051439	885
GO:0051443	267
GO:0051444	820
GO:0051603	29750
GO:0051640	9989
GO:0051641	96755
GO:0051649	83612
GO:0051656	8064
GO:0051668	460
GO:0051704	51610
GO:0051716	378842
GO:0051726	21455
GO:0051787	119
GO:0055085	163574
GO:0055086	41286
GO:0055114	142705
GO:0060255	254581
GO:0060260	910
GO:0060261	850
GO:0060341	16619
GO:0060548	13114
GO:0060828	2556
GO:0061024	27228
GO:0061077	1524
GO:0061133	62
GO:0061136	5957
GO:0061418	129
GO:0065003	33435
GO:0065007	835163
GO:0065008	89389
GO:0065009	81769
GO:0065010	22450
GO:0070003	870
GO:0070013	86526
GO:0070035	7990
GO:0070062	22269
GO:0070069	1140
GO:0070085	10765
GO:0070161	7151
GO:0070201	8419
GO:0070271	22900
GO:0070423	143
GO:0070469	3073
GO:0070647	41122
GO:0070670	247
GO:0070688	62
GO:0070717	337
GO:0070727	38002
GO:0070887	70829
GO:0070925	16423
GO:0070934	38
GO:0070937	50
GO:0070972	1468
GO:0070987	45
GO:0071013	2644
GO:0071103	9743
GO:0071156	589
GO:0071158	399
GO:0071166	2578
GO:0071204	51
GO:0071256	108
GO:0071310	47837
GO:0071345	10593
GO:0071426	2569
GO:0071427	1554
GO:0071428	856
GO:0071682	25
GO:0071702	112656
GO:0071704	919294
GO:0071705	40550
GO:0071817	49
GO:0071822	35688
GO:0071826	8812
GO:0071840	240683
GO:0071897	5226
GO:0072331	1642
GO:0072384	744
GO:0072395	213
GO:0072401	194
GO:0072413	185
GO:0072422	193
GO:0072431	149
GO:0072521	24278
GO:0072522	14676
GO:0072524	7259
GO:0072562	943
GO:0072594	11088
GO:0072599	1173
GO:0072657	7780
GO:0075733	156
GO:0080008	929
GO:0080090	249464
GO:0080134	20232
GO:0080135	8750
GO:0090068	3483
GO:0090090	1280
GO:0090131	248
GO:0090150	5163
GO:0090263	1060
GO:0090304	289180
GO:0090407	29384
GO:0097159	257940
GO:0097190	9649
GO:0097367	69359
GO:0097452	65
GO:0097504	56
GO:0097525	5126
GO:0098588	44367
GO:0098763	106
GO:0098796	33942
GO:0098798	4520
GO:0098800	3742
GO:0098803	2715
GO:0098805	36058
GO:1900026	213
GO:1900034	113
GO:1901135	51868
GO:1901137	31784
GO:1901265	93276
GO:1901293	19373
GO:1901360	364437
GO:1901361	16518
GO:1901362	194622
GO:1901363	255956
GO:1901564	139617
GO:1901575	77116
GO:1901576	316694
GO:1901657	14321
GO:1901659	5896
GO:1901987	3891
GO:1901988	1981
GO:1901990	3735
GO:1901991	1890
GO:1901998	527
GO:1902186	253
GO:1902400	149
GO:1902402	175
GO:1902403	176
GO:1902494	38522
GO:1902578	297032
GO:1902579	362
GO:1902580	25520
GO:1902582	40836
GO:1902583	157
GO:1902589	85529
GO:1902591	309
GO:1902593	3392
GO:1902600	9493
GO:1902680	31352
GO:1902806	1150
GO:1902807	691
GO:1903047	18058
GO:1903050	6307
GO:1903052	2786
GO:1903311	1770
GO:1903312	509
GO:1903320	2960
GO:1903321	1356
GO:1903322	1135
GO:1903362	6435
GO:1903364	2851
GO:1903513	446
GO:1903561	22433
GO:1903827	4551
GO:1903829	2671
GO:1903900	1590
GO:1990234	26595
GO:1990542	1287
GO:2000045	1099
GO:2000058	349
GO:2000060	264
GO:2000112	162536
GO:2000113	26558
GO:2000134	673
GO:2000142	991
GO:2000144	909
GO:2001233	4510
GO:2001235	1832
GO:2001242	1727
