#PROTEIN	GENE ID
GP160	2923
GP160	811
GP160	10598
GP160	7280
GP160	58526
GP160	6161
GP160	6048
GP160	6136
GP160	6135
GP160	51726
GP160	6891
GP160	3187
GP160	11047
GP160	5701
GP160	6194
GP160	9688
GP160	790
GP160	3190
GP160	11234
GP160	1717
GP160	84188
GP160	10294
GP160	6210
GP160	81876
GP160	84617
GP160	6152
GP160	60
GP160	1021
GP160	1117
GP160	1374
GP160	4691
GP160	5708
GP160	8520
GP160	6217
GP160	1508
GP160	2079
GP160	5250
GP160	23450
GP160	1718
GP160	79966
GP160	6230
GP160	7311;7314;6233;7316
GP160	84790
GP160	5955
GP160	8803
GP160	27248
GP160	6400
GP160	54982
GP160	5589
GP160	11331
GP160	10212
GP160	112714
GP160	6175
GP160	6130
GP160	2784
GP160	4522
GP160	23753
GP160	113457;7278
GP160	6205
GP160	498
GP160	81542
GP160	2673
GP160	81929
GP160	3310
GP160	5094
GP160	5685
GP160	10383
GP160	916
GP160	5111
GP160	6748
GP160	3812
GP160	6950
GP160	3178
GP160	51614
GP160	10857
GP160	6185
GP160	9403
GP160	3858
GP160	5091
GP160	1915
GP160	79694
GP160	3311
GP160	5700
GP160	28639
GP160	5770
GP160	6184
GP160	2597
GP160	3312
GP160	56922
GP160	9761
GP160	23225
GP160	6128
GP160	2181
GP160	821
GP160	3329
GP160	26227
GP160	3949
GP160	3008
GP160	4144
GP160	2274
GP160	5034
GP160	400
GP160	6181
GP160	5537
GP160	7284
GP160	7203
GP160	57488
GP160	7170
GP160	1509
GP160	58
GP160	6228
GP160	476
GP160	2222
GP160	6208
GP160	1655
GP160	70
GP160	2771
GP160	7852
GP160	5052
GP160	5706
GP160	51495
GP160	3326
GP160	23353
GP160	4670
GP160	3306
GP160	54732
GP160	1072
GP160	9524
GP160	51441
GP160	3313
GP160	5983
GP160	28577
GP160	84061
GP160	6388
GP160	4074
GP160	31
GP160	488
GP160	201595
GP160	64087
GP160	5690
GP160	2195
GP160	23193
GP160	4176
GP160	84284
GP160	9045
GP160	6232
GP160	84447
GP160	10970
GP160	5713
GP160	7846
GP160	59
GP160	10972
GP160	5245
GP160	8773
GP160	3301
GP160	8086
GP160	221823
GP160	10382
GP160	3689
GP160	10956
GP160	5707
GP160	10682
GP160	6142
GP160	6636
GP160	6124
GP160	80305
GP160	6169
GP160	5693
GP160	10195
GP160	25923
GP160	1938
GP160	10952
GP160	81502
GP160	112939
GP160	11224
GP160	6155
GP160	6125
GP160	3848
GP160	11273
GP160	10960
GP160	3309
GP160	4141
GP160	8907
GP160	55768
GP160	9319
GP160	3683
GP160	3105
GP160	347733
GP160	8140
GP160	6129
GP160	6520
GP160	506
GP160	3998
GP160	6146
GP160	9601
GP160	203068
GP160	56886
GP160	6137
GP160	10694
GP160	1962;51807
GP160	29927
GP160	3305
GP160	72
GP160	23012
GP160	821
GP160	8208
GP160	10376
GP160	5690
GP160	1072
GP160	2923
GP160	811
GP160	10598
GP160	908
GP160	55768
GP160	3008
GP160	6130
GP160	6136
GP160	3065
GP160	51726
GP160	26986
GP160	5209
GP160	6132
GP160	3187
GP160	3857
GP160	5701
GP160	6434
GP160	790
GP160	3190
GP160	79084
GP160	10956
GP160	10189
GP160	10797
GP160	5634
GP160	6950
GP160	1476
GP160	6188
GP160	80321
GP160	5692
GP160	6143
GP160	6146
GP160	5708
GP160	2079
GP160	5250
GP160	5631
GP160	23450
GP160	1718
GP160	1207
GP160	5635
GP160	5589
GP160	506
GP160	5955
GP160	6184
GP160	6176
GP160	6181
GP160	6175
GP160	79009
GP160	4673
GP160	57130
GP160	23753
GP160	498
GP160	4904
GP160	81929
GP160	2316
GP160	5683
GP160	5684
GP160	5685
GP160	916
GP160	1665
GP160	6748
GP160	3812
GP160	8087
GP160	6122
GP160	6138
GP160	3178
GP160	51614
GP160	6626
GP160	10857
GP160	6185
GP160	10419
GP160	6726
GP160	23184
GP160	1915
GP160	26121
GP160	5691
GP160	5700
GP160	28639
GP160	11329
GP160	27248
GP160	1327
GP160	2597
GP160	6141
GP160	3312
GP160	5704
GP160	101929876;6231
GP160	226
GP160	23225
GP160	6636
GP160	3329
GP160	26227
GP160	4292
GP160	9967
GP160	5034
GP160	3181
GP160	54982
GP160	8360;8368;8367;8361;8364;8294;8366;554313;8362;8363;8370;121504;8359;8365
GP160	7203
GP160	57488
GP160	102
GP160	1509
GP160	3609
GP160	5516
GP160	58
GP160	6232
GP160	2222
GP160	6208
GP160	10927
GP160	11052
GP160	7852
GP160	5052
GP160	1047
GP160	3858
GP160	3326
GP160	3306
GP160	8971
GP160	5880
GP160	823
GP160	9524
GP160	4869
GP160	3313
GP160	1642
GP160	6634
GP160	3832
GP160	6388
GP160	488
GP160	10262
GP160	8655
GP160	83732
GP160	9618
GP160	6128
GP160	70
GP160	84284
GP160	9045
GP160	5928
GP160	6159
GP160	8241
GP160	5705
GP160	22948
GP160	59
GP160	5688
GP160	5689
GP160	6737
GP160	8086
GP160	10382
GP160	3689
GP160	262
GP160	6711
GP160	5687
GP160	3301
GP160	6206
GP160	476
GP160	9545
GP160	6202
GP160	6124
GP160	6210
GP160	60
GP160	6400
GP160	25923
GP160	1938
GP160	10952
GP160	6157
GP160	6125
GP160	3848
GP160	10383
GP160	57532
GP160	6144
GP160	3309
GP160	23193
GP160	2280
GP160	4141
GP160	8907
GP160	6709
GP160	9319
GP160	3921
GP160	5636
GP160	8140
GP160	6129
GP160	5682
GP160	10625
GP160	3998
GP160	6633
GP160	6632
GP160	1975
GP160	4691
GP160	2521
GP160	203068
GP160	52
GP160	72
GP160	6137
GP160	6421
GP160	5111
GP160	29927
GP160	1603
GP160	56886
P6	3303;3304
P6	5096
P6	10376
P6	5095
P6	59
P6	26986
P6	10382
P6	6132
P6	3187
P6	3857
P6	32
P6	3310
P6	6206
P6	58
P6	6202
P6	60
P6	70
P6	112939
P6	4736
P6	5052
P6	6122
P6	3848
P6	11273
P6	3326
P6	3309
P6	56922
P6	4691
P6	3306
P6	1072
P6	6189
P6	3858
P6	5091
P6	6129
P6	3311
P6	31
P6	6156
P6	203068
P6	6141
P6	64087
P6	3312
P6	10383
P6	6187
P6	54039
P6	3849
P6	3305
P6	72
P6	3854
P6	3190
P6	6176
P6	6181
P6	10376
P6	6175
P6	3858
P6	4144
P6	6130
P6	552900;654483
P6	4282
P6	3181
P6	2521
P6	5478
P6	6161
P6	6737
P6	6168
P6	6135
P6	6136
P6	10382
P6	9045
P6	4904
P6	262
P6	4841
P6	3329
P6	286887
P6	203068
P6	6635
P6	6206
P6	6204
P6	6193
P6	6137
P6	3853
P6	1665
P6	3855
P6	6124
P6	6210
P6	60
P6	8148
P6	3312
P6	3187
P6	5052
P6	6157
P6	3848
P6	10383
P6	6138
P6	6144
P6	6158
P6	3857
P6	11100
P6	4691
P6	6187
P6	8676
P6	1477
P6	3183
P6	3192
P6	3313
P6	6726
P6	3852
P6	1915
P6	6634
P6	9349
P6	6191
P6	6632
P6	28971
P6	11329
P6	6156
P6	6152
P6	3856
P6	4673
P6	3309
P6	6194
P6	2079
P6	3849
P6	3936
P6	23012
P6	3868
P6	6139
P6	10376
P6	3185
P6	6130
P6	2950
P6	6136
P6	6135
P6	3187
P6	3857
P6	6194
P6	5315
P6	3190
P6	3872
P6	1476
P6	60
P6	6188
P6	4691
P6	2079
P6	1207
P6	23521
P6	9535
P6	10627
P6	3849
P6	3854
P6	6181
P6	6175
P6	6205
P6	6142
P6	10383
P6	5495
P6	6122
P6	6189
P6	3858
P6	3852
P6	1915
P6	11329
P6	3312
P6	3313
P6	3329
P6	93166
P6	80344
P6	3936
P6	345193
P6	8531
P6	2597
P6	9119
P6	58
P6	3866
P6	1655
P6	70
P6	5052
P6	3326
P6	11151
P6	143630
P6	191
P6	5742
P6	3192
P6	79084
P6	6191
P6	3856
P6	4282
P6	552900;654483
P6	9045
P6	59
P6	3119
P6	6737
P6	5478
P6	4637
P6	286887
P6	55163
P6	6206
P6	6204
P6	3853
P6	6202
P6	6124
P6	6210
P6	10576
P6	3861
P6	3880
P6	3848
P6	54567
P6	57532
P6	6144
P6	3309
P6	6187
P6	6129
P6	10927
P6	10694
P6	72
P6	23012
P6	6139
P6	9045
P6	10376
P6	4686
P6	6175
P6	6233
P6	3185
P6	10971
P6	8241
P6	3832
P6	6161
P6	6203
P6	728378
P6	6130
P6	6737
P6	6136
P6	6135
P6	6205
P6	6142
P6	11329
P6	6132
P6	6181
P6	8531
P6	3857
P6	6194
P6	2316
P6	203068
P6	6421
P6	9967
P6	6193
P6	3608
P6	11100
P6	6228
P6	6202
P6	6124
P6	10189
P6	6208
P6	9188
P6	5495
P6	1655
P6	3861
P6	6207
P6	53981
P6	4736
P6	5052
P6	6122
P6	6155
P6	6125
P6	3848
P6	57532
P6	6144
P6	3309
P6	6138
P6	11151
P6	6143
P6	4691
P6	23350
P6	6187
P6	2079
P6	8360;8368;8367;8361;8364;8294;8366;554313;8362;8363;8370;121504;8359;8365
P6	79084
P6	10419
P6	8335;3012
P6	3009
P6	10927
P6	10625
P6	9349
P6	1207
P6	6152
P6	2073
P6	6141
P6	6129
P6	6137
P6	3312
P6	6191
P6	6168
P6	6128
P6	23012
P6	6230
P6	6139
P6	57662
P6	5096
P6	101929876;6231
P6	10376
P6	5095
P6	202
P6	908
P6	27101
P6	3183
P6	6130
P6	2950
P6	3320
P6	6135
P6	57492
P6	26986
P6	5209
P6	6132
P6	3187
P6	3857
P6	6234
P6	6147
P6	6635
P6	790
P6	55749
P6	79084
P6	10189
P6	7112
P6	6950
P6	4869
P6	3850
P6	11051
P6	3190
P6	4736
P6	6152
P6	60
P6	6188
P6	144455
P6	80321
P6	8106
P6	4691
P6	8329;8330;8336;8969;8332
P6	2079
P6	92597
P6	5250
P6	5631
P6	23450
P6	1984
P6	1207
P6	1627
P6	904
P6	5635
P6	8120
P6	2746
P6	1968
P6	10627
P6	6133
P6	3309
P6	3849
P6	6201
P6	1660
P6	6176
P6	6181
P6	9821
P6	6175
P6	10454
P6	6223
P6	5207
P6	4673
P6	54994
P6	10381
P6	10606
P6	6205
P6	6136
P6	6154
P6	6125
P6	3192
P6	2316
P6	5094
P6	5685
P6	5093
P6	9532
P6	5495
P6	1975
P6	4172
P6	10971
P6	6122
P6	1213
P6	9402
P6	5494
P6	4637
P6	5880
P6	85236
P6	3191
P6	440193
P6	6093
P6	6829
P6	10856
P6	8360;8368;8367;8361;8364;8294;8366;554313;8362;8363;8370;121504;8359;8365
P6	6189
P6	6194
P6	10419
P6	6726
P6	4627
P6	4343
P6	55681
P6	3178
P6	34
P6	11329
P6	6156
P6	2539
P6	2597
P6	23350
P6	6224
P6	6227
P6	3312
P6	25777
P6	23603
P6	6636
P6	10013
P6	3329
P6	26227
P6	5634
P6	3692
P6	8880
P6	4068
P6	6173
P6	10625
P6	9967
P6	5034
P6	3181
P6	11100
P6	11140
P6	7203
P6	7170
P6	3609
P6	3608
P6	58
P6	6228
P6	5928
P6	6208
P6	9774
P6	6218
P6	83443
P6	1936
P6	5725
P6	70
P6	2058
P6	5052
P6	23418
P6	3858
P6	3326
P6	11151
P6	10236
P6	9219
P6	9349
P6	4670
P6	8971
P6	1072
P6	1655
P6	6874
P6	1915
P6	3313
P6	3716
P6	10155
P6	220988
P6	6191
P6	3832
P6	6229
P6	28971
P6	3065
P6	6633
P6	6207
P6	6235
P6	83732
P6	6222
P6	4174
P6	9045
P6	6426
P6	6232
P6	51121
P6	2802
P6	6155
P6	8241
P6	5705
P6	22948
P6	59
P6	4282
P6	6628
P6	6737
P6	3301
P6	5208
P6	10382
P6	6134
P6	6711
P6	1937
P6	7555
P6	102724594;7307
P6	10575
P6	10694
P6	26135
P6	6206
P6	6204
P6	6193
P6	26121
P6	6202
P6	6210
P6	10576
P6	1021
P6	6827
P6	6217
P6	51479
P6	1938
P6	54442
P6	829
P6	6142
P6	4522
P6	6157
P6	2091
P6	3848
P6	10383
P6	10574
P6	6144
P6	6158
P6	2280
P6	377
P6	1629
P6	6187
P6	29952
P6	3921
P6	83743
P6	7922
P6	8662
P6	5110
P6	5636
P6	498
P6	6129
P6	10927
P6	6634
P6	7284
P6	6632
P6	805;808;801
P6	81532
P6	2521
P6	26292
P6	203068
P6	52
P6	6137
P6	7531
P6	71
P6	6709
P6	72
P6	23012
P6	3868
P6	6139
P6	10376
P6	3185
P6	2950
P6	3320
P6	6135
P6	26986
P6	3857
P6	6194
P6	3190
P6	79084
P6	6726
P6	10189
P6	7112
P6	4430
P6	4736
P6	6188
P6	6146
P6	2079
P6	23450
P6	1207
P6	9535
P6	10627
P6	966
P6	3849
P6	1660
P6	3854
P6	6176
P6	6181
P6	4628
P6	4629
P6	6175
P6	3921
P6	6136
P6	2316
P6	5495
P6	6122
P6	1213
P6	6138
P6	3178
P6	7168
P6	3858
P6	3860
P6	4627
P6	1915
P6	7171
P6	11329
P6	6141
P6	6227
P6	3312
P6	3329
P6	5634
P6	5034
P6	3181
P6	2597
P6	57488
P6	7170
P6	58
P6	3866
P6	9209
P6	2771
P6	5052
P6	10419
P6	3326
P6	11151
P6	3852
P6	3306
P6	1072
P6	3872
P6	4869
P6	3313
P6	10625
P6	4635
P6	51631
P6	70
P6	9045
P6	830
P6	805;808;801
P6	2773
P6	8241
P6	59
P6	6737
P6	5478
P6	262
P6	4637
P6	286887
P6	6206
P6	6204
P6	6142
P6	3853
P6	6202
P6	6124
P6	2280
P6	3861
P6	6125
P6	3848
P6	6187
P6	6711
P6	83743
P6	5636
P6	10927
P6	6634
P6	6632
P6	1975
P6	4691
P6	2521
P6	203068
P6	81
P6	3309
P6	71
P6	6709
P6	72
P6	6737
P6	6139
P6	6176
P6	6181
P6	9045
P6	6223
P6	4282
P6	10381
P6	5478
P6	6130
P6	2950
P6	6136
P6	6201
P6	6205
P6	6142
P6	6132
P6	262
P6	4841
P6	6194
P6	6421
P6	6206
P6	3608
P6	11100
P6	6228
P6	6202
P6	6124
P6	10189
P6	60
P6	6218
P6	6168
P6	8148
P6	3312
P6	4736
P6	5052
P6	6122
P6	6152
P6	6125
P6	3848
P6	1665
P6	6158
P6	6138
P6	4691
P6	6187
P6	8329;8330;8336;8969;8332
P6	26986
P6	6189
P6	23450
P6	6129
P6	6191
P6	28971
P6	6156
P6	203068
P6	6141
P6	6133
P6	6137
P6	3309
P6	552900;654483
P6	6128
P6	5216
NEF	3832
NEF	6224
NEF	2079
NEF	10382
NEF	10376
NEF	55832
NEF	8241
NEF	6628
NEF	6737
NEF	10419
NEF	3735
NEF	10382
NEF	3857
NEF	3329
NEF	3301
NEF	790
NEF	6206
NEF	3832
NEF	60
NEF	5495
NEF	54442
NEF	293
NEF	5052
NEF	6169
NEF	6188
NEF	3312
NEF	552900;654483
NEF	1770
NEF	2079
NEF	79084
NEF	3858
NEF	1207
NEF	10927
NEF	11329
NEF	2521
NEF	203068
NEF	6224
NEF	3309
NEF	10383
NEF	5111
NEF	4836
NEF	3849
VPU	81892
VPU	6192
VPU	3030
VPU	5096
VPU	10376
VPU	5095
VPU	2058
VPU	908
VPU	5788
VPU	7280
VPU	57142
VPU	5591
VPU	3187
VPU	3857
VPU	5701
VPU	5315
VPU	790
VPU	821
VPU	9918
VPU	8914
VPU	1717
VPU	9702
VPU	51602
VPU	84188
VPU	51635
VPU	51706
VPU	10051
VPU	10128
VPU	4905
VPU	513
VPU	9730
VPU	2617
VPU	3376
VPU	391
VPU	5250
VPU	3843
VPU	7037
VPU	1503
VPU	23310
VPU	7311;7314;6233;7316
VPU	7283
VPU	10493
VPU	9415
VPU	10558
VPU	1434
VPU	25814
VPU	6185
VPU	3849
VPU	3384
VPU	6184
VPU	9844
VPU	6181
VPU	3482
VPU	8775
VPU	9978
VPU	292
VPU	8945
VPU	5910
VPU	29880
VPU	4670
VPU	498
VPU	81542
VPU	32
VPU	10383
VPU	8450
VPU	916
VPU	5214
VPU	10910
VPU	57674
VPU	11260
VPU	4172
VPU	10971
VPU	1213
VPU	57674
VPU	5880
VPU	23165
VPU	1615
VPU	7534
VPU	3858
VPU	5091
VPU	1915
VPU	10155
VPU	64210
VPU	8454
VPU	7514
VPU	7203
VPU	83858
VPU	3312
VPU	56922
VPU	23225
VPU	2181
VPU	1314
VPU	3329
VPU	26227
VPU	10294
VPU	3141
VPU	10592
VPU	539
VPU	5925
VPU	10856
VPU	2597
VPU	92609
VPU	57665
VPU	58
VPU	3939
VPU	515
VPU	10565
VPU	567
VPU	90809
VPU	70
VPU	55210
VPU	7852
VPU	5052
VPU	23291
VPU	55215
VPU	24148
VPU	1794
VPU	9349
VPU	51752
VPU	1072
VPU	9524
VPU	3313
VPU	1642
VPU	10313
VPU	506
VPU	22870
VPU	23244
VPU	31
VPU	488
VPU	8402
VPU	64087
VPU	6500
VPU	54039
VPU	6222
VPU	1973
VPU	4176
VPU	5717
VPU	476
VPU	6159
VPU	55832
VPU	59
VPU	4282
VPU	3032
VPU	8773
VPU	11231
VPU	3301
VPU	11261
VPU	55705
VPU	64786
VPU	10382
VPU	23195
VPU	10575
VPU	10694
VPU	6202
VPU	6124
VPU	6950
VPU	522
VPU	60
VPU	3326
VPU	8239
VPU	10952
VPU	112939
VPU	4904
VPU	4522
VPU	8607
VPU	3848
VPU	11273
VPU	1665
VPU	3309
VPU	10067
VPU	4141
VPU	55340
VPU	1374
VPU	10527
VPU	7922
VPU	3837
VPU	347733
VPU	6129
VPU	6520
VPU	6634
VPU	6566
VPU	4738
VPU	203068
VPU	6232
VPU	9793
VPU	5111
VPU	8140
VPU	72
VPU	81892
VPU	3030
VPU	10376
VPU	2058
VPU	908
VPU	27101
VPU	5788
VPU	57142
VPU	2950
VPU	9521
VPU	5591
VPU	3187
VPU	9343
VPU	5315
VPU	9688
VPU	23760
VPU	790
VPU	821
VPU	6737
VPU	9702
VPU	84188
VPU	7535
VPU	6652
VPU	83693
VPU	51706
VPU	50619
VPU	60
VPU	10051
VPU	10935
VPU	476
VPU	8520
VPU	11332
VPU	3376
VPU	391
VPU	5250
VPU	3843
VPU	539
VPU	1984
VPU	1487
VPU	7311;7314;6233;7316
VPU	10493
VPU	9276
VPU	9415
VPU	9535
VPU	25814
VPU	10627
VPU	6836
VPU	8607
VPU	3384
VPU	6184
VPU	2783
VPU	11331
VPU	6181
VPU	2782
VPU	2969
VPU	9978
VPU	292
VPU	4673
VPU	8945
VPU	8407
VPU	5859
VPU	23753
VPU	498
VPU	81542
VPU	1650
VPU	6421
VPU	140609
VPU	5093
VPU	916
VPU	57532
VPU	5111
VPU	10574
VPU	5214
VPU	6748
VPU	10130
VPU	11260
VPU	11261
VPU	8087
VPU	1213
VPU	6950
VPU	11100
VPU	6189
VPU	7534
VPU	3858
VPU	4627
VPU	1915
VPU	10155
VPU	28639
VPU	8454
VPU	509
VPU	7203
VPU	83858
VPU	3312
VPU	9744
VPU	3190
VPU	3329
VPU	26227
VPU	10294
VPU	10592
VPU	7037
VPU	58
VPU	3561
VPU	9377
VPU	5537
VPU	10856
VPU	2597
VPU	5917
VPU	7001
VPU	9255
VPU	3939
VPU	515
VPU	10476
VPU	1655
VPU	90809
VPU	70
VPU	55210
VPU	5052
VPU	23291
VPU	3326
VPU	1794
VPU	11151
VPU	2618
VPU	8348
VPU	1072
VPU	5901
VPU	3313
VPU	1642
VPU	506
VPU	1933
VPU	488
VPU	6207
VPU	51635
VPU	6500
VPU	3032
VPU	1973
VPU	4174
VPU	4176
VPU	5717
VPU	6232
VPU	55832
VPU	22948
VPU	59
VPU	4282
VPU	5910
VPU	3301
VPU	51552
VPU	5478
VPU	55705
VPU	64786
VPU	1327
VPU	23195
VPU	4637
VPU	10575
VPU	10694
VPU	6188
VPU	2771
VPU	4848
VPU	3065
VPU	5702
VPU	6210
VPU	522
VPU	10576
VPU	10128
VPU	1938
VPU	9093
VPU	4522
VPU	1665
VPU	9446
VPU	2280
VPU	9554
VPU	10067
VPU	55340
VPU	127829
VPU	9528
VPU	5902
VPU	3837
VPU	3105
VPU	6520
VPU	6634
VPU	11316
VPU	10594
VPU	805;808;801
VPU	4738
VPU	203068
VPU	3309
VPU	54788
VPU	8140
VPU	72
VPU	81892
VPU	55210
VPU	3848
VPU	476
VPU	6206
VPU	292
VPU	203068
VPU	10128
VPU	498
VPU	81892
VPU	4176
VPU	821
VPU	6181
VPU	10376
VPU	26227
VPU	5928
VPU	3418
VPU	9978
VPU	347688
VPU	23291
VPU	3008
VPU	6737
VPU	2950
VPU	51726
VPU	498
VPU	10382
VPU	9045
VPU	3857
VPU	521
VPU	9343
VPU	3329
VPU	5315
VPU	93974
VPU	2597
VPU	6205
VPU	790
VPU	3190
VPU	7001
VPU	5591
VPU	5478
VPU	515
VPU	6950
VPU	522
VPU	5214
VPU	10128
VPU	3735
VPU	1665
VPU	90809
VPU	10476
VPU	3301
VPU	5052
VPU	5519
VPU	6157
VPU	60
VPU	3848
VPU	10383
VPU	57532
VPU	3326
VPU	6500
VPU	488
VPU	513
VPU	10632
VPU	4691
VPU	5537
VPU	7037
VPU	1072
VPU	1938
VPU	1937
VPU	3858
VPU	1915
VPU	10313
VPU	539
VPU	22870
VPU	9349
VPU	28577
VPU	64786
VPU	23644
VPU	805;808;801
VPU	759
VPU	8454
VPU	3309
VPU	509
VPU	203068
VPU	51635
VPU	219293
VPU	23225
VPU	3312
VPU	506
VPU	3849
VPU	57674
VPU	81892
VPU	6230
VPU	6139
VPU	3030
VPU	10376
VPU	25873
VPU	5983
VPU	3832
VPU	3008
VPU	6130
VPU	5591
VPU	6132
VPU	4172
VPU	3857
VPU	6194
VPU	6147
VPU	821
VPU	79084
VPU	8148
VPU	917
VPU	51706
VPU	3932
VPU	10051
VPU	83858
VPU	4691
VPU	6169
VPU	2079
VPU	5250
VPU	5529
VPU	539
VPU	1207
VPU	7311;7314;6233;7316
VPU	25814
VPU	58508
VPU	3849
VPU	6184
VPU	57510
VPU	6181
VPU	6233
VPU	9978
VPU	292
VPU	115207
VPU	4673
VPU	8945
VPU	6155
VPU	6205
VPU	498
VPU	6154
VPU	4904
VPU	6742
VPU	54892
VPU	26986
VPU	916
VPU	5214
VPU	5495
VPU	388697
VPU	3187
VPU	6122
VPU	6138
VPU	5880
VPU	6189
VPU	10419
VPU	1915
VPU	11329
VPU	8454
VPU	7514
VPU	509
VPU	6141
VPU	708
VPU	6224
VPU	3312
VPU	10949
VPU	10342
VPU	3181
VPU	10592
VPU	11100
VPU	9045
VPU	8531
VPU	7203
VPU	6160
VPU	9119
VPU	58
VPU	6228
VPU	515
VPU	3851
VPU	10476
VPU	10564
VPU	1655
VPU	1933
VPU	6222
VPU	2058
VPU	5052
VPU	23291
VPU	3858
VPU	3326
VPU	1794
VPU	10236
VPU	10642
VPU	9524
VPU	4869
VPU	506
VPU	488
VPU	3856
VPU	6500
VPU	6628
VPU	6128
VPU	70
VPU	9238
VPU	6208
VPU	4736
VPU	6232
VPU	7544
VPU	55832
VPU	6727
VPU	8241
VPU	59
VPU	3032
VPU	3301
VPU	6168
VPU	55705
VPU	3735
VPU	10382
VPU	10575
VPU	6188
VPU	6193
VPU	6137
VPU	6202
VPU	3855
VPU	6124
VPU	522
VPU	60
VPU	10128
VPU	6217
VPU	54442
VPU	293
VPU	476
VPU	6157
VPU	3848
VPU	10383
VPU	6144
VPU	6158
VPU	10067
VPU	6187
VPU	3009
VPU	10927
VPU	10492
VPU	805;808;801
VPU	6206
VPU	2521
VPU	4738
VPU	203068
VPU	3309
VPU	72
VPU	81892
VPU	4176
VPU	28971
VPU	3329
VPU	498
VPU	6175
VPU	9978
VPU	6161
VPU	203068
VPU	6164
VPU	3008
VPU	5859
VPU	29956
VPU	5478
VPU	3320
VPU	10456
VPU	509
VPU	5537
VPU	10856
VPU	10376
VPU	514
VPU	2597
VPU	790
VPU	821
VPU	6137
VPU	515
VPU	51602
VPU	5702
VPU	7150
VPU	10476
VPU	5214
VPU	6202
VPU	3735
VPU	6217
VPU	5591
VPU	9093
VPU	3312
VPU	3301
VPU	11261
VPU	5052
VPU	23291
VPU	6152
VPU	6125
VPU	3326
VPU	10128
VPU	2197
VPU	23753
VPU	513
VPU	6143
VPU	4691
VPU	6187
VPU	6189
VPU	539
VPU	10313
VPU	1915
VPU	506
VPU	60
VPU	28577
VPU	23644
VPU	6129
VPU	8454
VPU	4738
VPU	7431
VPU	6224
VPU	3309
VPU	552900;654483
VPU	6128
VPU	7455
VPU	6184
VPU	6232
VPU	5096
VPU	10376
VPU	5095
VPU	25873
VPU	3185
VPU	4690
VPU	5788
VPU	3008
VPU	4627
VPU	6161
VPU	3320
VPU	6137
VPU	26986
VPU	3187
VPU	3189
VPU	7529
VPU	5315
VPU	3190
VPU	2934
VPU	7415
VPU	2778
VPU	4430
VPU	50619
VPU	10576
VPU	4478
VPU	682
VPU	6143
VPU	80328
VPU	5708
VPU	2314
VPU	3183
VPU	3376
VPU	397
VPU	1503
VPU	4635
VPU	1627
VPU	23521
VPU	7311;7314;6233;7316
VPU	10627
VPU	966
VPU	3936
VPU	8607
VPU	2783
VPU	4628
VPU	4629
VPU	6175
VPU	4642
VPU	8773
VPU	10890
VPU	6205
VPU	29766
VPU	6154
VPU	4904
VPU	32
VPU	2316
VPU	65108
VPU	5093
VPU	5478
VPU	29767
VPU	6122
VPU	1213
VPU	11273
VPU	6138
VPU	5880
VPU	7168
VPU	8360;8368;8367;8361;8364;8294;8366;554313;8362;8363;8370;121504;8359;8365
VPU	6128
VPU	6189
VPU	6194
VPU	7171
VPU	1915
VPU	10155
VPU	3178
VPU	59345
VPU	8454
VPU	7203
VPU	6141
VPU	3312
VPU	56922
VPU	23603
VPU	821
VPU	3329
VPU	7070
VPU	3141
VPU	3181
VPU	3702
VPU	9045
VPU	10856
VPU	2597
VPU	7170
VPU	3609
VPU	58
VPU	3939
VPU	2782
VPU	10728
VPU	9209
VPU	2787
VPU	8661
VPU	6188
VPU	2774
VPU	70
VPU	2058
VPU	752
VPU	5052
VPU	23291
VPU	5518
VPU	3326
VPU	1794
VPU	11151
VPU	10236
VPU	9349
VPU	5091
VPU	140465
VPU	1072
VPU	962
VPU	4869
VPU	5588
VPU	3192
VPU	506
VPU	22870
VPU	60
VPU	6191
VPU	64786
VPU	6134
VPU	31
VPU	25978
VPU	128866
VPU	23180
VPU	64087
VPU	6500
VPU	3184
VPU	3945
VPU	1973
VPU	2771
VPU	6136
VPU	9948
VPU	832
VPU	79784
VPU	399687
VPU	476
VPU	2773
VPU	55660
VPU	59
VPU	3032
VPU	6156
VPU	3301
VPU	6152
VPU	3735
VPU	10382
VPU	6711
VPU	2778
VPU	4670
VPU	10051
VPU	6142
VPU	6202
VPU	6124
VPU	6950
VPU	3932
VPU	10128
VPU	3861
VPU	1938
VPU	829
VPU	112939
VPU	6125
VPU	10093
VPU	10383
VPU	10574
VPU	55920
VPU	6158
VPU	4141
VPU	6709
VPU	4637
VPU	4001
VPU	3837
VPU	152007
VPU	1937
VPU	6129
VPU	6520
VPU	6634
VPU	805;808;801
VPU	4691
VPU	203068
VPU	72
VPU	81
VPU	10694
VPU	71
VPU	5111
VPU	8140
VPU	9782
VPU	23012
VPU	6139
VPU	10376
VPU	440915
VPU	3832
VPU	27101
VPU	5788
VPU	6161
VPU	3320
VPU	3065
VPU	26986
VPU	6132
VPU	3187
VPU	3857
VPU	7529
VPU	6147
VPU	790
VPU	6636
VPU	2934
VPU	79084
VPU	10963
VPU	29767
VPU	2778
VPU	8148
VPU	50619
VPU	10576
VPU	6188
VPU	2775
VPU	10128
VPU	3190
VPU	4691
VPU	9730
VPU	2314
VPU	2079
VPU	1207
VPU	1627
VPU	23521
VPU	7532
VPU	1968
VPU	10627
VPU	6133
VPU	3309
VPU	966
VPU	3181
VPU	8607
VPU	1660
