#	rank	protein_a	protein_b	d_AB	s_AB
86	P6 [HEK]	p6 [HEK]	0.654377880184	-0.635351803011
87	MA [Jurkat]	NCC [Jurkat]	0.560344827586	-0.635220822425
88	VPR [HEK]	VPU [HEK]	0.618453865337	-0.634576437694
89	VPR [Jurkat]	VPU [Jurkat]	0.549582947173	-0.633896037143
90	Pol [HEK]	VIF [HEK]	0.506622516556	-0.633535977644
91	POL [Jurkat]	PR [Jurkat]	0.539072847682	-0.630771908996
92	GAG [Jurkat]	VPR [Jurkat]	0.533622559653	-0.630417389969
93	GP120 [Jurkat]	VPR [Jurkat]	0.550958627649	-0.630306699706
94	CA [Jurkat]	TAT [Jurkat]	0.555078683834	-0.628501229506
95	NC [Jurkat]	RT [Jurkat]	0.584288052373	-0.627885793543
96	IN [HEK]	POL [HEK]	0.541541541542	-0.627652205887
97	MA [Jurkat]	VPU [Jurkat]	0.562571756602	-0.627233720888
98	CA [Jurkat]	NCC [Jurkat]	0.561611374408	-0.624262967411
99	RT [Jurkat]	TAT [Jurkat]	0.578792341679	-0.62377129247
100	GP41 [Jurkat]	VPU [Jurkat]	0.590113285273	-0.623613377691
101	GP160 [HEK]	VPR [HEK]	0.623748211731	-0.623412555231
102	PR [HEK]	VIF [HEK]	0.539347408829	-0.620617626136
103	GAG [Jurkat]	GP120 [Jurkat]	0.541511771995	-0.619345042053
104	GP41 [HEK]	VPR [HEK]	0.670382165605	-0.617366590614
105	REV [Jurkat]	RT [HEK]	0.564690026954	-0.617099091855
106	RT [HEK]	VIF [HEK]	0.528662420382	-0.616670507559
107	NEF [Jurkat]	VPU [Jurkat]	0.569473684211	-0.616120691283
108	RT [Jurkat]	VPU [Jurkat]	0.583238958097	-0.615858932009
109	CA [Jurkat]	VPR [Jurkat]	0.565591397849	-0.615492250061
110	GAG [Jurkat]	NCC [Jurkat]	0.555023923445	-0.613806720085
111	NEF [HEK]	VPU [HEK]	0.635532994924	-0.612640033705
112	GP120 [HEK]	VPR [HEK]	0.626602564103	-0.612412587413
113	NCC [Jurkat]	TAT [Jurkat]	0.580481622307	-0.611253799961
114	POL [HEK]	PR [HEK]	0.568715083799	-0.61096817412
115	GP160 [Jurkat]	NEF [Jurkat]	0.600222717149	-0.609583007187
116	Pol [HEK]	VPU [HEK]	0.595607235142	-0.604603706611
117	CA [Jurkat]	GP120 [Jurkat]	0.576687116564	-0.601213395772
118	Pol [HEK]	VIF [Jurkat]	0.533672172808	-0.601174028828
119	NC [HEK]	NCC [Jurkat]	0.596082089552	-0.600932835821
120	VIF [HEK]	VPR [Jurkat]	0.556444444444	-0.599590975831
121	NC [Jurkat]	NEF [Jurkat]	0.600294985251	-0.598375346052
122	IN [HEK]	Pol [HEK]	0.567328918322	-0.594682722731
123	REV [Jurkat]	VPR [Jurkat]	0.59978425027	-0.592707360874
124	CA [Jurkat]	VPU [Jurkat]	0.590254706534	-0.589859462764
125	NEF [HEK]	POL [HEK]	0.618556701031	-0.589282102999
126	Pol [HEK]	VPR [HEK]	0.618155619597	-0.587358352459
127	POL [HEK]	VPU [HEK]	0.620530565167	-0.586862482961
128	MA [Jurkat]	VPR [Jurkat]	0.604677060134	-0.586097895969
129	GP120 [Jurkat]	TAT [Jurkat]	0.598684210526	-0.585077382259
130	POL [HEK]	VPR [HEK]	0.627700127065	-0.584995951367
131	RT [HEK]	TAT [Jurkat]	0.591304347826	-0.584937888199
132	PR [HEK]	Pol [HEK]	0.589775561097	-0.582725590446
133	GP120 [HEK]	Pol [HEK]	0.603678929766	-0.582516860472
134	TAT [Jurkat]	VPR [Jurkat]	0.604571428571	-0.582373299788
135	VIF [HEK]	VIF [Jurkat]	0.54243902439	-0.579871060668
136	GP160 [HEK]	Pol [HEK]	0.615156017831	-0.579185387854
137	MA [HEK]	TAT [Jurkat]	0.622516556291	-0.578586919326
138	CA [Jurkat]	GP41 [Jurkat]	0.633819951338	-0.57751137522
139	GP120 [Jurkat]	RT [Jurkat]	0.620125786164	-0.576758446982
140	GP41 [Jurkat]	MA [Jurkat]	0.644303797468	-0.576718837282
141	GP120 [Jurkat]	IN [Jurkat]	0.628099173554	-0.573789144559
142	POL [Jurkat]	Pol [HEK]	0.576815642458	-0.571521191727
143	P6 [Jurkat]	VPU [Jurkat]	0.628117913832	-0.571282906435
144	POL [HEK]	RT [HEK]	0.594968553459	-0.570082597436
145	IN [HEK]	VPR [HEK]	0.645610278373	-0.569220723958
146	PR [Jurkat]	RT [Jurkat]	0.63698630137	-0.568712063767
147	GP160 [HEK]	VPU [HEK]	0.673940949936	-0.567916786723
148	GP160 [Jurkat]	VIF [Jurkat]	0.606486486486	-0.567478511456
149	NCC [Jurkat]	VIF [Jurkat]	0.590217391304	-0.565296430316
150	GP120 [Jurkat]	GP160 [HEK]	0.642213642214	-0.564821553972
151	GP120 [Jurkat]	Pol [HEK]	0.60103626943	-0.56435213185
152	Pol [HEK]	RT [HEK]	0.594017094017	-0.563851950503
153	GP120 [Jurkat]	REV [Jurkat]	0.62684729064	-0.562461184929
154	NEF [Jurkat]	Pol [HEK]	0.609498680739	-0.561188247292
155	MA [HEK]	Pol [HEK]	0.621753246753	-0.560977037359
156	GP120 [Jurkat]	NC [Jurkat]	0.632947976879	-0.560423827673
157	PR [HEK]	VPR [HEK]	0.665060240964	-0.560260271857
158	VPU [HEK]	VPU [Jurkat]	0.655279503106	-0.55983888611
159	NEF [Jurkat]	VIF [HEK]	0.599397590361	-0.558753221091
160	MA [HEK]	MA [Jurkat]	0.647527910686	-0.557405792675
161	IN [Jurkat]	VPR [Jurkat]	0.648038049941	-0.557033403746
162	GP120 [HEK]	GP120 [Jurkat]	0.64245014245	-0.556439438289
163	NEF [Jurkat]	PR [Jurkat]	0.636135508156	-0.556059342368
164	NCC [Jurkat]	REV [HEK]	0.64126984127	-0.555112172711
165	GAG [HEK]	REV [Jurkat]	0.639311043566	-0.554757314906
166	GP120 [Jurkat]	MA [Jurkat]	0.634738186462	-0.552853634066
167	GP160 [HEK]	POL [HEK]	0.649214659686	-0.552308852374
168	NEF [Jurkat]	POL [Jurkat]	0.614143920596	-0.552185230842
169	GP160 [HEK]	GP160 [Jurkat]	0.681874229346	-0.551585972643
170	MA [HEK]	REV [Jurkat]	0.655487804878	-0.551162553524
171	GP120 [Jurkat]	VPR [HEK]	0.667919799499	-0.550287963058
172	GP160 [Jurkat]	VPU [Jurkat]	0.657314629259	-0.549406225288
173	GP41 [HEK]	VPU [HEK]	0.733050847458	-0.549394878458
174	NEF [HEK]	VPR [HEK]	0.704972375691	-0.548503683241
175	GP41 [HEK]	Pol [HEK]	0.687707641196	-0.547221753745
176	VIF [Jurkat]	VPU [Jurkat]	0.603677221655	-0.546076427444
177	POL [Jurkat]	VIF [Jurkat]	0.584431137725	-0.546057287319
178	GP120 [Jurkat]	VIF [HEK]	0.606930693069	-0.545921591632
179	VPR [HEK]	VPR [Jurkat]	0.675794085433	-0.545596812699
180	GP41 [Jurkat]	NEF [Jurkat]	0.672036823936	-0.544774708818
181	Pol [HEK]	TAT [Jurkat]	0.626524390244	-0.54454341204
182	RT [HEK]	VPR [HEK]	0.668493150685	-0.542195255112
183	GP160 [HEK]	VIF [HEK]	0.643249176729	-0.538556112377
184	GP120 [Jurkat]	GP41 [Jurkat]	0.67610419026	-0.535408815742
185	IN [Jurkat]	NCC [Jurkat]	0.676821192053	-0.533040955542
186	RT [HEK]	VPU [HEK]	0.672839506173	-0.532545869321
187	P6 [Jurkat]	Pol [HEK]	0.653623188406	-0.530870184399
188	Pol [HEK]	VPR [Jurkat]	0.639233370913	-0.529338165941
189	NCC [Jurkat]	NEF [Jurkat]	0.662177328844	-0.529177219171
190	MA [HEK]	P6 [HEK]	0.684863523573	-0.528957471679
191	GP41 [Jurkat]	RT [Jurkat]	0.701995012469	-0.528320034898
192	NC [Jurkat]	VPR [Jurkat]	0.669144981413	-0.527409958714
193	IN [HEK]	PR [HEK]	0.654510556622	-0.527307625196
194	P6 [Jurkat]	RT [HEK]	0.662983425414	-0.526684381132
195	GP120 [HEK]	VPU [HEK]	0.707386363636	-0.526325757576
196	MA [HEK]	NC [Jurkat]	0.684701492537	-0.526012194848
197	IN [Jurkat]	Pol [HEK]	0.663987138264	-0.525207389348
198	IN [HEK]	VPR [Jurkat]	0.653333333333	-0.524555233796
199	NEF [HEK]	PR [HEK]	0.696939782823	-0.523523455596
200	VIF [HEK]	VPU [Jurkat]	0.632058287796	-0.523007653867
201	VPR [Jurkat]	VPU [HEK]	0.693856998993	-0.522230868835
202	P6 [Jurkat]	PR [Jurkat]	0.684499314129	-0.521501981169
203	GAG [HEK]	TAT [Jurkat]	0.668449197861	-0.520072277826
204	GP160 [Jurkat]	POL [Jurkat]	0.667447306792	-0.520008323699
205	PR [HEK]	PR [Jurkat]	0.674197384067	-0.519811689969
206	RT [HEK]	VIF [Jurkat]	0.623629719854	-0.516390915524
207	PR [Jurkat]	VIF [Jurkat]	0.640435835351	-0.515918288778
208	NC [Jurkat]	Pol [HEK]	0.664965986395	-0.515712027656
209	NEF [Jurkat]	VPU [HEK]	0.702546296296	-0.515656962709
210	NEF [Jurkat]	VPR [HEK]	0.707908163265	-0.515598126043
211	GP160 [Jurkat]	RT [Jurkat]	0.708784596871	-0.514524642079
212	GP160 [HEK]	IN [HEK]	0.689352360044	-0.514306075915
213	GP41 [Jurkat]	VPR [Jurkat]	0.700400801603	-0.514295339974
214	POL [Jurkat]	VPR [Jurkat]	0.650267379679	-0.513946380581
215	GP41 [Jurkat]	P6 [Jurkat]	0.717852684145	-0.512765293383
216	REV [Jurkat]	VPU [Jurkat]	0.678888888889	-0.512633243642
217	MA [Jurkat]	RT [HEK]	0.667601683029	-0.512470780739
218	VIF [Jurkat]	VPR [HEK]	0.675276752768	-0.512388810146
219	GAG [HEK]	VIF [HEK]	0.646166807077	-0.511445360527
220	GP160 [Jurkat]	P6 [Jurkat]	0.712560386473	-0.511051782637
221	MA [HEK]	VPU [HEK]	0.720994475138	-0.509252139949
222	MA [HEK]	P6 [Jurkat]	0.705329153605	-0.509199892534
223	PR [HEK]	VPU [HEK]	0.710989010989	-0.509028471528
224	IN [Jurkat]	PR [Jurkat]	0.701966717095	-0.508735733009
225	POL [Jurkat]	RT [Jurkat]	0.671177266576	-0.508655399474
226	IN [HEK]	VPU [Jurkat]	0.668488160291	-0.508430928225
227	NCC [Jurkat]	RT [Jurkat]	0.696601941748	-0.50825612088
228	RT [Jurkat]	VPU [HEK]	0.723964868256	-0.507741905363
229	GP120 [Jurkat]	VPU [Jurkat]	0.673236514523	-0.507059334219
230	NEF [Jurkat]	PR [HEK]	0.686098654709	-0.504394814087
231	PR [HEK]	VIF [Jurkat]	0.651465798046	-0.503186944355
232	PR [HEK]	REV [Jurkat]	0.694774346793	-0.50164687904
233	NEF [Jurkat]	RT [HEK]	0.674242424242	-0.50161893753
234	GP41 [HEK]	RT [HEK]	0.738993710692	-0.501110117991
235	MA [HEK]	PR [HEK]	0.702127659574	-0.500409165303
236	P6 [Jurkat]	POL [Jurkat]	0.680216802168	-0.499918794044
237	GP120 [Jurkat]	GP41 [HEK]	0.747875354108	-0.499747831335
238	Pol [HEK]	RT [Jurkat]	0.685962373372	-0.498228069272
239	VIF [Jurkat]	VPU [HEK]	0.684210526316	-0.498152006295
240	NC [Jurkat]	RT [HEK]	0.688102893891	-0.497749553901
241	MA [Jurkat]	PR [Jurkat]	0.699164345404	-0.497241607116
242	Pol [HEK]	REV [Jurkat]	0.679378531073	-0.497236153995
243	GP120 [HEK]	GP160 [Jurkat]	0.728260869565	-0.497053716978
244	CA [Jurkat]	GP160 [Jurkat]	0.70789163722	-0.49643388092
245	GP120 [Jurkat]	POL [Jurkat]	0.664634146341	-0.496396478345
246	REV [Jurkat]	VIF [HEK]	0.668076109937	-0.496002458554
247	GAG [Jurkat]	RT [HEK]	0.658073270014	-0.495264187274
248	NEF [HEK]	VPR [Jurkat]	0.721715328467	-0.494818295263
249	MA [Jurkat]	Pol [HEK]	0.680412371134	-0.494485658893
250	RT [HEK]	RT [Jurkat]	0.696551724138	-0.492813152247
251	IN [Jurkat]	POL [Jurkat]	0.692537313433	-0.492299437585
252	GP120 [Jurkat]	NCC [Jurkat]	0.693922651934	-0.49213336933
253	GAG [Jurkat]	VPU [Jurkat]	0.671508379888	-0.491562091121
254	GP160 [HEK]	RT [HEK]	0.708628005658	-0.490887833768
255	GP160 [Jurkat]	NEF [HEK]	0.749262536873	-0.490512957087
256	GP120 [Jurkat]	VPU [HEK]	0.723234624146	-0.489670108108
257	PR [HEK]	TAT [Jurkat]	0.701265822785	-0.489608520263
258	IN [HEK]	NEF [Jurkat]	0.691767068273	-0.488236890033
259	GP160 [Jurkat]	MA [Jurkat]	0.72582619339	-0.488190632942
260	POL [Jurkat]	VPU [Jurkat]	0.675110132159	-0.488134149489
261	NCC [Jurkat]	TAT [HEK]	0.696577946768	-0.488010943102
262	GP120 [Jurkat]	RT [HEK]	0.683622828784	-0.486940006237
263	PR [Jurkat]	VPR [Jurkat]	0.704103671706	-0.485975787641
264	TAT [HEK]	VIF [HEK]	0.665961945032	-0.485423208277
265	GAG [Jurkat]	Pol [HEK]	0.662873399716	-0.485289623831
266	GP160 [Jurkat]	IN [Jurkat]	0.743421052632	-0.484892271286
267	GP120 [HEK]	VIF [HEK]	0.688995215311	-0.484664458349
268	TAT [Jurkat]	VIF [HEK]	0.674496644295	-0.48403504141
269	GP160 [HEK]	VIF [Jurkat]	0.693181818182	-0.48331117836
270	IN [Jurkat]	VPU [Jurkat]	0.72113022113	-0.482971753944
271	GAG [HEK]	RT [HEK]	0.692777212614	-0.482545505309
272	GP120 [HEK]	RT [HEK]	0.708860759494	-0.482509464485
273	MA [HEK]	VPR [HEK]	0.753105590062	-0.482444055328
274	POL [HEK]	VIF [Jurkat]	0.661731207289	-0.480297100723
275	GAG [HEK]	MA [HEK]	0.720178372352	-0.480005585164
276	NEF [HEK]	Pol [HEK]	0.721778791334	-0.47887790632
277	PR [HEK]	VPR [Jurkat]	0.711067580803	-0.477310496815
278	GAG [HEK]	VIF [Jurkat]	0.675422138837	-0.476877736203
279	GP120 [HEK]	NEF [Jurkat]	0.728197674419	-0.475990433071
280	MA [Jurkat]	POL [Jurkat]	0.694635488308	-0.475904765125
281	GP41 [HEK]	MA [HEK]	0.789090909091	-0.475874159185
282	IN [HEK]	RT [HEK]	0.692144373673	-0.475041701122
283	GP41 [HEK]	VIF [HEK]	0.747619047619	-0.474774230744
284	PR [HEK]	RT [Jurkat]	0.729696969697	-0.474300013712
285	RT [Jurkat]	VPR [HEK]	0.76290097629	-0.474108827631
286	MA [HEK]	VIF [HEK]	0.696261682243	-0.473932485292
287	NEF [HEK]	VPU [Jurkat]	0.741814780168	-0.473749364949
288	REV [Jurkat]	VPU [HEK]	0.750614250614	-0.473516765429
289	GAG [HEK]	GAG [Jurkat]	0.692464358452	-0.473152338498
290	GP41 [HEK]	IN [HEK]	0.771428571429	-0.472817853788
291	PR [Jurkat]	VPU [Jurkat]	0.716351501669	-0.472758479065
292	GAG [HEK]	NC [Jurkat]	0.725490196078	-0.472641491376
293	TAT [Jurkat]	VPU [Jurkat]	0.713443396226	-0.47253185352
294	GP120 [HEK]	POL [HEK]	0.721335268505	-0.472042628108
295	TAT [Jurkat]	VPR [HEK]	0.75219941349	-0.471687750071
296	PR [Jurkat]	Pol [HEK]	0.70297029703	-0.471232236242
297	GP160 [Jurkat]	Pol [HEK]	0.720843672457	-0.470969734628
298	TAT [Jurkat]	VPU [HEK]	0.748031496063	-0.470552637195
299	Pol [HEK]	VPU [Jurkat]	0.697674418605	-0.469927639636
300	NCC [Jurkat]	VPR [Jurkat]	0.719607843137	-0.469631313701
