# Flu Proteins/Genes
# PROTEIN  GENE
M2	10598
M2	8879
M2	2181
M2	9532
M2	216
M2	2746
M2	4893
M2	301
M2	4942
M2	6184
M2	217
M2	5034
M2	302
M2	1537
M2	3855
M2	3956
M2	6399
M2	5834
M2	26986
M2	5111
M2	6714
M2	7184
M2	3728
M2	1503
M2	6390
M2	5110
M2	2618
M2	7317
M2	38
M2	4172
M2	1937
M2	9588
M2	219
M2	6282
M2	3799
M2	4176
M2	3308
M2	1495
M2	5245
M2	5701
M2	6223
M2	2617
M2	7112
M2	4436
M2	5704
M2	6203
M2	830
M2	7109
M2	22948
M2	2194
M2	6726
M2	2010
M2	5878
M2	5872
M2	6748
M2	4702
M2	2956
M2	829
M2	1315
M2	1314
M2	5917
M2	1983
M2	3692
M2	1488
M2	57122
M2	3646
M2	1973
M2	6281
M2	998
M2	10890
M2	10121
M2	6201
M2	5700
M2	5705
M2	6210
M2	5901
M2	2197
M2	2782
M2	2783
M2	5879
M2	7534
M2	5520
M2	8655
M2	1984
M2	10399
M2	391
M2	5214
M2	7127
M2	7533
M2	79026
M2	23279
M2	22954
M2	23435
M2	5708
M2	10155
M2	10381
M2	23513
M2	1778
M2	23770
M2	23193
M2	9961
M2	9861
M2	3735
M2	5339
M2	6923
M2	1642
M2	80201
M2	92609
M2	51144
M2	54953
M2	57038
M2	10999
M2	25902
M2	169714
M2	56829
M2	122553
M2	161424
M2	79803
M2	126003
M2	23646
M2	85450
M2	221154
M2	57805
M2	79888
M2	57187
M2	79711
M2	51337
M2	1653
M2	23165
M2	9238
M2	57104
M2	23197
M2	54495
M2	123
M2	11261
M2	8508
M2	22980
M2	79084
M2	56052
M2	55717
M2	84661
M2	85456
M2	64083
M2	80305
M2	64216
M2	54509
M2	22931
M2	23195
M2	55207
M2	54442
M2	29078
M2	54439
M2	26958
M2	51726
M2	6400
M2	10061
M2	8697
M2	30968
M2	143
M2	11253
M2	9529
M2	25831
M2	5719
M2	22870
M2	23524
M2	10856
M2	8607
M2	51651
M2	11171
M2	10939
M2	9500
M2	93621
M2	22820
M2	51143
M2	58472
NA	9183
NA	10994
NA	7327
NA	5705
NA	10856
NA	1209
NA	5868
NA	9276
NA	1666
NA	64225
NA	80267
NA	6734
NA	10212
NA	10857
NA	3843
NA	4697
NA	6319
NA	9536
NA	100287932
NA	1047
NA	23654
NA	10424
NA	10558
NA	9675
NA	10236
NA	81
NA	57016
NA	9875
NA	3992
NA	26953
NA	54600
NA	23463
NA	8813
NA	10016
NA	9554
NA	4722
NA	26284
NA	27340
NA	10845
NA	9391
NA	3954
NA	4705
NA	10527
NA	2181
NA	9532
NA	216
NA	4513
NA	7037
NA	4942
NA	6184
NA	217
NA	3688
NA	5034
NA	302
NA	823
NA	7388
NA	1537
NA	3162
NA	6513
NA	5834
NA	2539
NA	5111
NA	291
NA	293
NA	1535
NA	9601
NA	7184
NA	1503
NA	3693
NA	378
NA	54578
NA	9377
NA	6390
NA	54658
NA	7385
NA	515
NA	1937
NA	821
NA	1969
NA	219
NA	1373
NA	4176
NA	5245
NA	10128
NA	5704
NA	539
NA	372
NA	22948
NA	10972
NA	2010
NA	871
NA	5878
NA	5872
NA	6748
NA	2956
NA	6576
NA	1314
NA	5917
NA	4141
NA	54059
NA	10952
NA	4218
NA	10890
NA	51552
NA	10121
NA	29927
NA	5500
NA	5706
NA	5861
NA	5901
NA	2782
NA	7534
NA	5591
NA	381
NA	391
NA	5214
NA	5351
NA	7127
NA	6891
NA	10970
NA	1591
NA	9255
NA	10962
NA	23435
NA	5708
NA	5611
NA	10381
NA	10981
NA	1829
NA	23513
NA	1778
NA	23770
NA	23193
NA	3837
NA	3735
NA	9319
NA	6510
NA	1642
NA	4704
NA	23244
NA	84803
NA	51144
NA	132299
NA	57038
NA	54914
NA	23392
NA	1615
NA	54884
NA	55622
NA	221927
NA	169714
NA	60493
NA	124995
NA	347902
NA	349667
NA	54919
NA	55669
NA	57805
NA	9688
NA	128486
NA	123096
NA	51170
NA	79888
NA	55972
NA	23225
NA	79711
NA	51337
NA	84188
NA	8729
NA	10985
NA	23165
NA	1244
NA	55379
NA	23197
NA	54495
NA	55770
NA	55705
NA	6388
NA	11261
NA	8508
NA	64151
NA	10514
NA	84883
NA	90580
NA	23344
NA	54732
NA	29090
NA	192286
NA	84661
NA	81876
NA	55127
NA	64216
NA	84168
NA	28976
NA	57510
NA	54509
NA	23753
NA	56889
NA	22931
NA	51300
NA	23195
NA	55326
NA	55207
NA	54863
NA	9524
NA	51752
NA	55847
NA	51495
NA	25814
NA	26958
NA	51726
NA	6400
NA	1468
NA	10061
NA	23039
NA	30968
NA	27183
NA	5719
NA	23657
NA	8607
NA	10726
NA	9445
NA	51602
NA	57826
NA	26155
NA	58477
NA	22820
NA	23788
NA	10564
NA	10565
NA	7779
NA	1353
NEP	7203
NEP	3032
NEP	23603
NEP	9733
NEP	3021
NEP	10419
NEP	81
NEP	10270
NEP	813
NEP	57016
NEP	1736
NEP	8872
NEP	161
NEP	51747
NEP	2181
NEP	9532
NEP	6184
NEP	5034
NEP	302
NEP	6629
NEP	3855
NEP	6626
NEP	3956
NEP	6627
NEP	2539
NEP	293
NEP	7175
NEP	5432
NEP	6146
NEP	6223
NEP	8644
NEP	10128
NEP	6203
NEP	22948
NEP	2194
NEP	9801
NEP	58517
NEP	3836
NEP	5499
NEP	5500
NEP	6210
NEP	6207
NEP	2197
NEP	7534
NEP	8655
NEP	8351;8353;8354;8355;8357;8358;8968;8356;8350;8352
NEP	5591
NEP	55173
NEP	64969
NEP	64960
NEP	65993
NEP	64965
NEP	1477
NEP	6749
NEP	79026
NEP	29894
NEP	1479
NEP	1778
NEP	3837
NEP	9230
NEP	221092
NEP	80201
NEP	51144
NEP	440686
NEP	55596
NEP	126961;333932;653604
NEP	56829
NEP	124995
NEP	64975
NEP	57805
NEP	79888
NEP	9785
NEP	10240
NEP	6599
NEP	8880
NEP	116540
NEP	55037
NEP	51663
NEP	100526737;10432
NEP	23246
NEP	79084
NEP	84284
NEP	64949
NEP	84661
NEP	65080
NEP	57727
NEP	8886
NEP	29088
NEP	53981
NEP	51726
NEP	23524
NEP	51081
NEP	51023
NEP	58472
NS1	10994
NS1	5705
NS1	51520
NS1	7203
NS1	5859
NS1	23567
NS1	9733
NS1	2956
NS1	10908
NS1	444
NS1	3021
NS1	10212
NS1	5717
NS1	5718
NS1	4697
NS1	10213
NS1	10528
NS1	6319
NS1	10419
NS1	10558
NS1	5709
NS1	10236
NS1	81
NS1	57016
NS1	10492
NS1	3281
NS1	8872
NS1	9868
NS1	2181
NS1	9532
NS1	2746
NS1	4000
NS1	6184
NS1	6277
NS1	6626
NS1	2539
NS1	5111
NS1	291
NS1	293
NS1	1615
NS1	231
NS1	6165
NS1	4001
NS1	821
NS1	219
NS1	4144
NS1	1373
NS1	4176
NS1	6223
NS1	6144
NS1	6203
NS1	22948
NS1	9801
NS1	5872
NS1	22916
NS1	1315
NS1	5917
NS1	8662
NS1	377
NS1	6189
NS1	29927
NS1	6210
NS1	6207
NS1	5706
NS1	6209
NS1	7534
NS1	55173
NS1	60488
NS1	64969
NS1	65993
NS1	64968
NS1	64965
NS1	5214
NS1	6142
NS1	8402
NS1	7127
NS1	79026
NS1	29894
NS1	10962
NS1	23435
NS1	740
NS1	10992
NS1	10381
NS1	1778
NS1	9961
NS1	3735
NS1	23212
NS1	5339
NS1	5939
NS1	1642
NS1	221092
NS1	80201
NS1	51144
NS1	284119
NS1	55596
NS1	10999
NS1	23367
NS1	56829
NS1	64975
NS1	57805
NS1	9688
NS1	54534
NS1	79888
NS1	23185
NS1	10240
NS1	8880
NS1	64978
NS1	55037
NS1	100526737;10432
NS1	8508
NS1	23780
NS1	64949
NS1	84661
NS1	79751
NS1	65080
NS1	54509
NS1	8886
NS1	54863
NS1	54442
NS1	23196
NS1	29088
NS1	57169
NS1	51726
NS1	10061
NS1	51428
NS1	143
NS1	9529
NS1	8607
NS1	51650
NS1	28957
NS1	51081
NS1	51602
NS1	51116
NS1	51023
NS1	11187
NS1	9500
NS1	28973
NS1	58472
PA	10856
PA	3066
PA	3032
PA	9733
PA	5431
PA	10935
PA	8661
PA	5501
PA	3021
PA	3839
PA	10528
PA	3840
PA	10419
PA	5433
PA	10270
PA	57016
PA	1736
PA	26156
PA	9991
PA	9532
PA	5034
PA	302
PA	6629
PA	6626
PA	293
PA	5430
PA	6146
PA	9775
PA	6223
PA	10128
PA	6203
PA	8826
PA	539
PA	9513
PA	3836
PA	7415
PA	4809
PA	8662
PA	6281
PA	5499
PA	5500
PA	6210
PA	6633
PA	5436
PA	5441
PA	7534
PA	8655
PA	6827
PA	8351;8353;8354;8355;8357;8358;8968;8356;8350;8352
PA	5591
PA	65993
PA	64968
PA	64965
PA	7073
PA	4686
PA	1479
PA	3065
PA	1778
PA	9961
PA	3837
PA	221092
PA	80201
PA	51144
PA	10594
PA	126961;333932;653604
PA	6830
PA	64975
PA	57805
PA	10240
PA	55037
PA	51663
PA	100526737;10432
PA	79084
PA	84284
PA	64949
PA	84661
PA	65265
PA	8886
PA	51479
PA	51428
PA	51154
PA	51081
PA	51602
PA	11187
PA	11198
PA	58472
PB1	5705
PB1	7203
PB1	3337
PB1	3032
PB1	2193
PB1	47
PB1	23481
PB1	9733
PB1	5431
PB1	10963
PB1	444
PB1	6141
PB1	5501
PB1	3021
PB1	5717
PB1	3843
PB1	10528
PB1	10419
PB1	9987
PB1	5433
PB1	5709
PB1	813
PB1	1736
PB1	51747
PB1	2181
PB1	9991
PB1	9532
PB1	301
PB1	3315
PB1	1977
PB1	5034
PB1	6629
PB1	6218
PB1	3855
PB1	6626
PB1	7150
PB1	2539
PB1	293
PB1	7175
PB1	3728
PB1	6950
PB1	5432
PB1	5434
PB1	4831;654364
PB1	5430
PB1	3799
PB1	3308
PB1	6146
PB1	5438
PB1	6223
PB1	8644
PB1	6203
PB1	6193
PB1	22948
PB1	10664
PB1	58517
PB1	3836
PB1	5439
PB1	1315
PB1	8662
PB1	6189
PB1	5499
PB1	5500
PB1	6210
PB1	6207
PB1	5706
PB1	5436
PB1	6209
PB1	5441
PB1	8655
PB1	6827
PB1	8351;8353;8354;8355;8357;8358;8968;8356;8350;8352
PB1	5591
PB1	64969
PB1	64960
PB1	65993
PB1	64968
PB1	64965
PB1	79026
PB1	1479
PB1	10992
PB1	10381
PB1	3065
PB1	1778
PB1	9961
PB1	3837
PB1	9861
PB1	1642
PB1	6150
PB1	221092
PB1	80201
PB1	79922
PB1	55596
PB1	126961;333932;653604
PB1	6830
PB1	124995
PB1	64975
PB1	57805
PB1	8971
PB1	10240
PB1	6599
PB1	55037
PB1	51663
PB1	100526737;10432
PB1	79084
PB1	84284
PB1	65008
PB1	84661
PB1	57727
PB1	55505
PB1	58490
PB1	9529
PB1	5719
PB1	27292
PB1	23211
PB1	23524
PB1	8607
PB1	51602
PB1	51116
PB1	28973
PB1	58472
PB2	5705
PB2	3066
PB2	9276
PB2	3032
PB2	23481
PB2	25885
PB2	5431
PB2	444
PB2	51366
PB2	4720
PB2	3021
PB2	5717
PB2	5718
PB2	8665
PB2	10528
PB2	10419
PB2	10471
PB2	5433
PB2	5709
PB2	10270
PB2	57016
PB2	4722
PB2	2181
PB2	9991
PB2	9532
PB2	2746
PB2	4000
PB2	5034
PB2	1537
PB2	6629
PB2	6218
PB2	6626
PB2	6627
PB2	2539
PB2	293
PB2	7184
PB2	5430
PB2	219
PB2	1373
PB2	3799
PB2	4176
PB2	3308
PB2	6223
PB2	6203
PB2	2194
PB2	5690
PB2	3838
PB2	3836
PB2	829
PB2	1315
PB2	10890
PB2	10197
PB2	6210
PB2	6207
PB2	5436
PB2	6209
PB2	2197
PB2	5441
PB2	7534
PB2	8655
PB2	8351;8353;8354;8355;8357;8358;8968;8356;8350;8352
PB2	64969
PB2	64960
PB2	65993
PB2	64968
PB2	64965
PB2	5813
PB2	1477
PB2	4686
PB2	29894
PB2	1479
PB2	1891
PB2	5708
PB2	10381
PB2	9961
PB2	3837
PB2	9221
PB2	9861
PB2	8079
PB2	1642
PB2	55234
PB2	80201
PB2	51144
PB2	285855
PB2	284119
PB2	55157
PB2	25902
PB2	126961;333932;653604
PB2	6830
PB2	56829
PB2	124995
PB2	64975
PB2	57805
PB2	26173
PB2	79888
PB2	8971
PB2	23185
PB2	10240
PB2	64978
PB2	116540
PB2	55037
PB2	51663
PB2	100526737;10432
PB2	8508
PB2	79084
PB2	10514
PB2	28998
PB2	84661
PB2	65265
PB2	80273
PB2	8886
PB2	26574
PB2	29088
PB2	51726
PB2	51428
PB2	22913
PB2	9529
PB2	5719
PB2	23211
PB2	23524
PB2	51637
PB2	8607
PB2	28957
PB2	51081
PB2	51602
PB2	51116
PB2	51493
PB2	11187
PB2	28973
PB2	58472
