# This file contains a filtered version of the Human Interactome that includes
# only the yeast two-hybrd interactions ("Binary interactions").
# gene_ID_1	 gene_ID_2	data_source(s)
114034	5411	binary;literature
54857	9905	binary;literature;signaling
1460	997	binary;literature;signaling
10626	9869	binary;literature;signaling
7329	91445	binary;literature
55284	79102	binary;literature
3932	5796	binary;literature
54949	60492	binary;literature
79959	8161	binary;literature;signaling
1031	9094	binary;literature;signaling
2959	5970	binary;literature;signaling
57576	8328	binary;literature;signaling
11331	26019	binary;literature;signaling
10813	6745	binary;literature;signaling
5335	9749	binary;literature
6362	7157	binary;literature;signaling
5347	7465	binary;literature;signaling;kinase
5170	5800	binary;literature
55183	5717	binary;literature
3728	56998	binary;literature;signaling
10298	1743	binary;literature;signaling
259	5290	binary;literature
5293	84164	binary;literature;signaling
11284	83755	binary;literature;signaling
1956	26060	binary;literature
3643	5800	binary;literature
10933	93621	binary;literature;signaling;complexes
1616	92	binary;literature
10524	6853	binary;literature;signaling
9094	998	binary;literature;signaling
11244	7431	binary;literature;signaling
2534	3224	binary;literature
25	26052	binary;literature
1381	4356	binary;literature
23476	4690	binary;literature
56901	8655	binary;literature;signaling
1173	84466	binary;literature;signaling
124801	51280	binary;literature
11007	80321	binary;literature;signaling
4188	84733	binary;literature;signaling
7532	9729	binary;literature;signaling
25	9826	binary;literature
22911	55743	binary;literature;signaling
1822	79868	binary;signaling
5295	5775	binary;literature
4690	5081	binary;literature
1107	51548	binary;literature;signaling
19	6640	binary;literature;signaling
28986	51588	binary;literature;signaling
379	8926	binary;literature
55729	6238	binary;literature;signaling
23371	8328	binary;literature;signaling
114928	1396	binary;signaling
339390	432	binary;literature
29058	6158	binary;literature
2690	2885	binary;literature;signaling
11337	8502	binary;literature;signaling
1633	219541	binary;literature;signaling
10658	8880	binary;literature;signaling
22827	84988	binary;literature;signaling
2159	3006	binary;literature
1822	84465	binary;literature;signaling
23641	468	binary;literature;signaling
55023	81551	binary;literature
23543	54472	binary;literature
1965	1968	binary;literature
25843	4650	binary;literature;signaling
3093	91445	binary;literature
25804	84528	binary;literature;signaling
10567	56997	binary;literature
23649	3692	binary;literature;signaling
5429	5429	binary;literature
5295	8853	binary;literature
10313	84067	binary;literature;signaling
55638	6310	binary;literature
10483	9632	binary;literature
642	84078	binary;literature;signaling
1937	57332	binary;literature;signaling
114928	3064	binary;literature;signaling
57403	8411	binary;literature
405	405	binary;literature
10474	2547	binary;literature;signaling
23321	7322	binary;literature
23186	8290	binary;literature
114928	51236	binary;signaling
26289	79034	binary;literature
1445	2274	binary;literature
1415	1415	binary;literature
167227	5689	binary;literature;signaling
3609	4110	binary;literature;signaling
10928	29911	binary;literature;signaling
406	9575	binary;literature;signaling
4110	5264	binary;literature;signaling
1795	2534	binary;literature
27335	51386	binary;literature;signaling;complexes
468	468	binary;literature
2026	2029	binary;literature;signaling
2057	5800	binary;literature
123	5602	binary;literature
7216	7874	binary;literature
7323	9666	binary;literature
6456	8751	binary;literature;signaling
373	80308	binary;literature;signaling
55521	7328	binary;literature
55182	7874	binary;literature
472	5501	binary;literature
1996	2130	binary;literature;signaling
2547	79690	binary;literature
11176	4690	binary;literature
8743	8795	binary;literature;signaling
83755	9140	binary;literature;signaling
23647	382	binary;literature;signaling
22888	4292	binary;literature;signaling
4192	6142	binary;literature;signaling
3005	5890	binary;literature
51316	9319	binary;literature
4000	999	binary;literature
2475	5170	binary;literature;signaling
55791	8087	binary;literature;signaling
143241	83878	binary;literature;signaling
5394	80142	binary;literature;signaling
4502	5587	binary;literature;signaling
11244	7919	binary;literature;signaling
23265	64400	binary;literature;signaling
5295	55906	binary;literature
2130	7288	binary;literature;signaling
2268	7454	binary;literature;signaling
8260	8260	binary;literature
23462	4088	binary;literature;signaling
5058	8440	binary;literature;signaling
4043	57142	binary;literature;signaling
1748	25	binary;literature
10989	3835	binary;literature;signaling
4034	4188	binary;literature;signaling
2065	64759	binary;literature
10063	5473	binary;literature;signaling
64837	8161	binary;literature;signaling
10900	1173	binary;literature;signaling
5201	55183	binary;literature
10379	6310	binary;literature
10618	4690	binary;literature
10567	347733	binary;signaling
4193	6135	binary;literature
4331	55791	binary;literature;signaling
2664	56893	binary;literature;signaling
25924	2885	binary;literature
54165	56658	binary;literature;signaling
22929	84966	binary;literature;signaling
64582	7164	binary;literature;signaling
2059	3690	binary;literature;signaling
5997	780	binary;literature;signaling
26019	51013	binary;literature;signaling
5745	7533	binary;literature;signaling
23265	583	binary;literature
596	638	binary;literature
55884	6184	binary;literature;signaling
1008	10980	binary;literature;signaling
3224	6714	binary;literature
2316	5295	binary;literature
10551	51003	binary;literature;signaling
7718	81576	binary;literature;signaling
10921	6431	binary;literature;complexes
23162	379	binary;literature;signaling
64965	83759	binary;literature;signaling
22800	5894	binary;literature;signaling
1385	283629	binary;literature;kinase
3320	6189	binary;literature;signaling
3927	9802	binary;literature
4690	868	binary;literature;signaling
55437	6794	binary;literature;signaling
1107	22827	binary;literature;signaling
10567	9513	binary;literature;signaling
51517	63948	binary;literature;signaling
350	998	binary;literature
4191	7453	binary;literature;signaling
1951	9320	binary;literature;signaling
309	79577	binary;literature;signaling
4188	7695	binary;literature;signaling
3300	4089	binary;literature
54977	80345	binary;literature;signaling
1499	607	binary;literature
23475	83755	binary;literature;signaling
2130	23635	binary;literature;signaling
55791	6183	binary;literature;signaling
23513	9414	binary;literature
2395	9463	binary;literature;signaling
23062	9146	binary;literature
22894	7709	binary;literature;signaling
23078	84466	binary;literature
2065	27071	binary;literature
7329	9146	binary;literature;signaling
1956	8471	binary;literature
28964	3064	binary;literature;signaling
1019	1029	binary;literature;signaling
10036	4690	binary;literature
1107	839	binary;literature;signaling
11007	8985	binary;literature;signaling
54715	9444	binary;literature;signaling
60313	79666	binary;literature;signaling
85444	8772	binary;literature;signaling
5580	653361	binary;literature
4354	51421	binary;literature;signaling
1743	347733	binary;signaling
51366	7325	binary;literature
10912	84060	binary;signaling
23426	3661	binary;literature
57120	7431	binary;literature;signaling
56893	8913	binary;literature
55791	7572	binary;literature;signaling
10188	5788	binary;literature
5195	5824	binary;literature;signaling
10492	56341	binary;literature
197131	55643	binary;literature;signaling
11161	3336	binary;literature;signaling
286451	78992	binary;literature
5170	5795	binary;literature
1415	1420	binary;literature
118424	54540	binary;literature
2885	675	binary;literature
125476	6303	binary;literature
25	6792	binary;literature
28955	6904	binary;literature;signaling
293	5359	binary;literature;signaling
11244	55339	binary;literature;signaling
10567	23551	binary;literature
1407	83755	binary;literature;signaling
1822	4036	binary;literature;signaling
84872	9802	binary;literature
1207	6637	binary;literature
9823	9823	binary;literature
57132	9101	binary;literature
27	4690	binary;literature
1454	324	binary;literature;signaling;kinase
4690	54106	binary;literature
26355	3326	binary;literature
22948	54464	binary;literature;signaling
2534	5588	binary;literature;signaling
10450	56949	binary;literature;signaling;complexes
6881	80854	binary;literature;signaling
10436	5695	binary;literature;signaling
23649	9704	binary;literature
4356	729967	binary;literature
57062	8772	binary;literature
4188	9726	binary;literature;signaling
1029	5001	binary;literature
10811	5582	binary;literature
25898	815	binary;literature
5796	7006	binary;literature
83640	84528	binary;literature;signaling
2932	636	binary;literature
54978	56984	binary;literature
11244	1457	binary;literature;signaling
11007	92595	binary;literature;signaling
57610	84466	binary;literature;signaling
60491	81628	binary;literature;signaling
51433	7704	binary;literature;signaling
10425	116985	binary;literature;signaling
29903	9869	binary;literature;signaling
84445	84528	binary;literature;signaling
11030	51545	binary;literature;signaling
1874	7029	binary;literature;signaling
22899	79096	binary;literature;signaling
3306	4223	binary;literature;signaling
331	8767	binary;literature
4233	867	binary;literature;signaling
11007	60491	binary;literature;signaling
56893	7031	binary;literature
11338	22889	binary;literature
407	6039	binary;literature
1491	1491	binary;literature
10200	9094	binary;literature;signaling
10114	9110	binary;literature;signaling
445	64400	binary;literature
1363	51003	binary;literature;signaling
54512	55627	binary;literature
1031	55791	binary;literature;signaling
10813	3064	binary;literature;signaling
4093	79586	binary;literature;signaling
56144	84060	binary;literature;signaling
4302	51586	binary;literature;signaling
6867	9793	binary;literature
6714	80306	binary;literature
1785	25	binary;literature
23648	8861	binary;literature
10928	5899	binary;literature;signaling
3708	90627	binary;literature;signaling
1822	2202	binary;literature;signaling
3091	3326	binary;literature
2274	367	binary;literature;signaling
57563	7874	binary;literature;signaling
7322	7681	binary;literature
163	4292	binary;literature;signaling
1665	84991	binary;literature;complexes
1668	5201	binary;literature
10534	7203	binary;literature;signaling
10912	90480	binary;literature;signaling
2064	220164	binary;literature
30008	3198	binary;literature;signaling
6777	9111	binary;literature;signaling
1163	1163	binary;literature
10381	3642	binary;literature;signaling
10980	5050	binary;literature;signaling
51076	60491	binary;literature;signaling
2885	7018	binary;literature
6498	7750	binary;literature;signaling
2495	2495	binary;literature
10681	5662	binary;literature;signaling
112	6310	binary;literature;signaling
4690	996	binary;literature
22919	667	binary;literature
114897	56893	binary;literature;signaling
1026	7157	binary;literature;signaling
1019	51534	binary;literature;signaling
2444	5925	binary;literature
1398	56140	binary;literature
3566	3597	binary;literature;signaling
51691	91522	binary;literature
55698	84164	binary;literature;signaling
7024	841	binary;literature;signaling
26354	5525	binary;literature;signaling
1081	5782	binary;literature;signaling
1316	55937	binary;literature;signaling
11248	4690	binary;literature
1488	64400	binary;literature;signaling
137492	7251	binary;literature
4867	50807	binary;literature
55160	8416	binary;literature
1499	7322	binary;literature
2885	831	binary;literature
1797	22803	binary;literature
11315	582	binary;literature
121536	138046	binary;literature;signaling
4110	9491	binary;literature;signaling
116225	284352	binary;signaling
79797	7988	binary;literature
2534	3073	binary;literature
6175	65095	binary;literature
1400	3064	binary;literature;signaling
11007	220965	binary;literature
2316	2885	binary;literature
274	2885	binary;literature
4088	9757	binary;literature;signaling
358	358	binary;literature
23635	26525	binary;literature;signaling
26019	6209	binary;literature
1499	84662	binary;literature
26060	57403	binary;literature
7597	8161	binary;literature;signaling
203068	27185	binary;literature
22986	4803	binary;literature
116071	6310	binary;literature
10989	9638	binary;literature;signaling
23099	55388	binary;literature;signaling
27301	29911	binary;literature
10922	4188	binary;literature;signaling
6452	7018	binary;literature;signaling
25	8506	binary;literature
4792	9475	binary;literature
28951	56893	binary;literature
11007	27018	binary;literature;signaling
1959	54	binary;literature;signaling
10169	4188	binary;literature;signaling
60	60	binary;literature
5394	5394	binary;literature
284004	54857	binary;literature
5217	71	binary;literature;signaling
2222	79188	binary;literature
25	29886	binary;literature
1400	6637	binary;literature;signaling
10938	85439	binary;literature
11007	284058	binary;literature;signaling
2026	7277	binary;literature;signaling
3643	5788	binary;literature;signaling
10399	8655	binary;literature
10382	10573	binary;literature
10477	9898	binary;literature
7187	8737	binary;literature;signaling
11198	4173	binary;literature
585	60	binary;literature
23043	3035	binary;literature
11243	57562	binary;literature;signaling
55663	84838	binary;literature;signaling
11244	4860	binary;literature;signaling
4734	6337	binary;literature;signaling
115761	9319	binary;literature
1937	6613	binary;literature;signaling
2885	3561	binary;literature
2534	80306	binary;literature
57562	64400	binary;literature;signaling
1956	5787	binary;literature
11315	1616	binary;literature
2187	80233	binary;literature
4093	7013	binary;literature;signaling
4690	8867	binary;literature
10971	7249	binary;literature;signaling
26150	83878	binary;literature;signaling
6880	84060	binary;literature;signaling
51252	90678	binary;literature;signaling
10179	10656	binary;literature
4216	4216	binary;literature;kinase
57473	80351	binary;literature;signaling
51619	7706	binary;literature
22954	22954	binary;literature
5217	81847	binary;literature
3866	55388	binary;literature;signaling
29979	4267	binary;literature;signaling
4088	9839	binary;literature;signaling
23192	81631	binary;literature;signaling
10980	6606	binary;literature;signaling
163	8907	binary;literature;signaling
26036	988	binary;literature
3304	573	binary;literature;signaling
10379	3455	binary;literature
26128	26959	binary;literature;signaling
401541	79172	binary;complexes
4188	9470	binary;literature
29998	5295	binary;literature
2885	5287	binary;literature;signaling
25937	7005	binary;literature;signaling
23421	55183	binary;literature
5824	8799	binary;literature
4193	5292	binary;literature;kinase
1019	896	binary;literature;signaling;complexes
23043	9612	binary;literature
10989	7917	binary;literature;signaling
80125	81628	binary;literature;signaling
10987	5605	binary;literature
1400	355	binary;literature;signaling
7718	9260	binary;literature;signaling
5723	5723	binary;literature
1583	4093	binary;literature
79036	80125	binary;literature;signaling
151636	7329	binary;literature
51361	988	binary;literature
3643	6464	binary;literature;signaling;kinase
4750	5528	binary;literature
254863	51608	binary;literature
10273	3312	binary;literature;signaling
60491	79036	binary;literature;signaling
369	55872	binary;literature;signaling
22858	4086	binary;literature
55596	55660	binary;literature
54472	84528	binary;literature;signaling
4093	64333	binary;literature;signaling
1021	6310	binary;literature;signaling
51286	56893	binary;literature
56893	9982	binary;literature;signaling
4092	51523	binary;literature;signaling
3516	9541	binary;literature;signaling
2670	9402	binary;literature;signaling
140545	3093	binary;literature
4651	810	binary;literature
7572	9869	binary;literature;signaling
10381	11337	binary;literature;signaling
112483	6303	binary;literature;signaling
10445	65056	binary;literature
26145	4086	binary;literature
2261	6132	binary;literature;signaling
284004	5071	binary;literature;signaling
10919	11278	binary;literature;signaling
7069	7069	binary;literature
55165	7251	binary;literature;signaling
55763	81035	binary;literature
1021	1026	binary;literature;signaling;kinase
10989	65080	binary;literature;signaling
171392	7189	binary;literature;signaling
11007	94121	binary;literature;signaling
29979	30008	binary;literature;signaling
6230	9001	binary;literature;signaling
140739	79084	binary;literature
25793	5930	binary;literature
10539	25865	binary;literature;signaling
55145	55342	binary;literature;signaling
369	59349	binary;literature;signaling
114928	3163	binary;signaling
1107	6303	binary;literature;signaling
2534	2799	binary;literature
54715	84528	binary;literature;signaling
1072	5338	binary;literature
27257	5693	binary;literature;signaling
57634	9882	binary;literature;signaling
1583	4088	binary;literature
10656	9905	binary;literature;signaling
164312	4188	binary;literature
55367	5591	binary;literature
29763	29993	binary;literature
5335	5879	binary;literature
4292	60493	binary;literature
2766	2766	binary;literature
56893	9419	binary;literature;signaling
4093	8888	binary;literature;signaling
55512	9842	binary;literature;signaling
2064	2241	binary;literature
5771	998	binary;literature
11257	6303	binary;literature
4188	90060	binary;literature;signaling
1070	55183	binary;literature
51548	5970	binary;literature
27229	58490	binary;literature
4670	7916	binary;literature;signaling
1527	2059	binary;literature
10617	9883	binary;signaling
2534	2534	binary;literature;kinase
11030	6310	binary;literature;signaling
128178	7186	binary;literature
4092	8554	binary;literature;signaling
29117	5717	binary;literature;signaling
3093	51588	binary;literature;signaling
7551	7988	binary;literature
5787	7454	binary;literature
217	9094	binary;literature;signaling
2885	5775	binary;literature
23013	5295	binary;literature
22931	5147	binary;literature
79719	9094	binary;literature;signaling
11252	50807	binary;literature
2885	8871	binary;literature;signaling
339390	3692	binary;literature
23421	3092	binary;literature
2643	2643	binary;literature
5500	997	binary;literature
467	5970	binary;literature
1417	2885	binary;literature
3569	6456	binary;literature;signaling
4288	6714	binary;literature
1725	79873	binary;literature
2130	6944	binary;literature;signaling
2175	2175	binary;literature
4090	5717	binary;literature;signaling
1434	3191	binary;literature;signaling
1107	5553	binary;literature;signaling
114822	30008	binary;literature;signaling
4077	51534	binary;literature;signaling
1107	54544	binary;literature;signaling
10382	11337	binary;literature
5662	9535	binary;literature
51280	6837	binary;literature;signaling
29998	6714	binary;literature
11244	5272	binary;literature;signaling
3611	55742	binary;literature;signaling
55183	6303	binary;literature
4089	64777	binary;literature;signaling
284058	80321	binary;literature;signaling
6048	7325	binary;literature
2791	51421	binary;literature;signaling
5717	6613	binary;literature;signaling
10200	11244	binary;literature;signaling
116225	7138	binary;literature;signaling
29763	8751	binary;literature;signaling
498	506	binary;complexes
5899	808	binary;literature;signaling
25894	8161	binary;literature
11007	11067	binary;literature;signaling
7572	9094	binary;literature;signaling
11030	84970	binary;literature;signaling
11117	66036	binary;literature;signaling
64320	7323	binary;literature
388646	6303	binary;literature
2318	5295	binary;literature
114784	5335	binary;literature
148581	9921	binary;literature
55729	7267	binary;literature;signaling
331	7323	binary;literature
8939	9444	binary;literature;signaling
207	5518	binary;literature
170082	55888	binary;literature;signaling
4089	6625	binary;literature;signaling
6457	81890	binary;literature;signaling
117144	83755	binary;literature;signaling
54462	8481	binary;literature;signaling
51283	7321	binary;literature
596	663	binary;literature;signaling
2885	9793	binary;literature
10241	6944	binary;literature;signaling
5586	5783	binary;literature;signaling
387	7984	binary;literature
11030	83640	binary;literature;signaling
3398	5594	binary;literature
126070	64219	binary;literature;signaling
29979	83593	binary;literature;signaling
283987	57333	binary;literature
6165	6457	binary;literature
54462	6804	binary;literature;signaling
25	8482	binary;literature
64764	7988	binary;literature
11165	6132	binary;literature;signaling
10040	23420	binary;literature;signaling
1676	1677	binary;literature
4508	6667	binary;literature
3553	3554	binary;literature;signaling
22888	7322	binary;literature
22941	2885	binary;literature
5093	7360	binary;literature;signaling
3913	57473	binary;literature
22981	80125	binary;literature;signaling
7157	7486	binary;literature;signaling
113878	7447	binary;literature;signaling
51460	52	binary;literature;signaling
11161	22929	binary;literature
5359	9140	binary;literature;signaling
4300	55183	binary;literature
1400	6183	binary;literature;signaling
11313	22955	binary;literature;signaling
1107	8880	binary;literature;signaling
10474	51588	binary;literature;signaling
51684	51684	binary;literature
3276	55183	binary;literature
5464	7157	binary;literature;signaling
51236	9737	binary;literature;signaling
373	7328	binary;literature
2534	326	binary;literature
10399	3455	binary;literature;signaling
6310	8557	binary;literature;signaling
7186	83461	binary;literature;signaling
8328	84962	binary;literature;signaling
4750	9637	binary;literature;signaling
7188	8764	binary;literature;signaling
2237	7486	binary;literature;signaling
4690	8529	binary;literature
1601	2885	binary;literature;signaling
1736	6745	binary;literature
8543	9079	binary;literature;signaling
3183	51545	binary;literature;signaling
2690	5771	binary;literature;signaling
135932	64750	binary;literature
9040	9978	binary;literature
1398	56143	binary;literature
55734	9094	binary;literature;signaling
1956	9253	binary;literature
329	836	binary;literature;signaling
10900	29844	binary;literature;signaling
3096	5861	binary;literature;signaling
27101	6478	binary;literature;signaling
3346	4589	binary;literature
142	200558	binary;literature
55670	8504	binary;literature
55603	7026	binary;literature;signaling
27332	83755	binary;literature;signaling
10567	5861	binary;literature;signaling
1400	6118	binary;literature;signaling
2885	373156	binary;literature
1195	51280	binary;literature;signaling
4613	9111	binary;literature;signaling
4609	8312	binary;literature
4100	6446	binary;literature
1822	7088	binary;literature;signaling
25791	509	binary;literature;signaling
3304	9131	binary;literature;signaling
10040	22931	binary;literature;signaling
3337	51177	binary;literature
11184	5295	binary;literature
26150	64219	binary;literature;signaling
4831	4832	binary;literature;signaling
25865	5671	binary;literature;signaling
5501	596	binary;literature
11337	51160	binary;literature;signaling
11092	57062	binary;literature;signaling
10922	11030	binary;literature;signaling
26994	55040	binary;literature
27229	54507	binary;literature
3339	8328	binary;literature;signaling
57562	5873	binary;literature;signaling
11284	4090	binary;literature;signaling
2551	3054	binary;literature;signaling
2885	5950	binary;literature
10179	11007	binary;literature;signaling
3093	6045	binary;literature
4175	79005	binary;literature;signaling
2874	55872	binary;literature;signaling
2885	79890	binary;literature
54941	9246	binary;literature
3040	4673	binary;literature
5292	9429	binary;literature;kinase
11219	468	binary;literature;signaling
2534	9564	binary;literature;signaling
50807	7006	binary;literature
7186	8915	binary;literature;signaling
84552	998	binary;literature
26505	3190	binary;literature;signaling
331	92912	binary;literature
114928	6866	binary;signaling
116983	3692	binary;literature;signaling
5432	8614	binary;literature;signaling
5048	81565	binary;literature;signaling
1114	5434	binary;literature;signaling
10320	1487	binary;literature;signaling
51778	87	binary;literature;signaling
1107	7518	binary;literature;signaling
4666	84966	binary;literature;signaling
24138	51669	binary;literature
4538	6667	binary;literature
10616	9246	binary;literature
4176	55388	binary;literature;signaling
4087	6256	binary;literature;signaling
84676	9801	binary;literature
6613	8642	binary;literature
22800	9610	binary;literature;signaling
5347	84464	binary;literature
2885	6601	binary;literature
26292	55701	binary;literature;signaling
2237	641	binary;literature
2975	4809	binary;literature;signaling
51168	8975	binary;literature;signaling
374659	9111	binary;literature
26511	3198	binary;literature;signaling
259217	84466	binary;literature
114928	580	binary;literature;signaling
1149	7704	binary;literature
2224	6310	binary;literature;signaling
1400	3187	binary;literature;signaling
1656	80153	binary;literature;complexes
5295	63971	binary;literature
4233	5795	binary;literature;signaling
2534	80831	binary;literature
5465	6258	binary;literature;signaling
10542	9737	binary;literature;signaling
11030	8812	binary;literature;signaling
11098	71	binary;literature;signaling
3880	9146	binary;literature;signaling
196403	51619	binary;literature
118426	22827	binary;literature
25	2533	binary;literature
2130	86	binary;literature;signaling
6477	7322	binary;literature
8125	8988	binary;literature;signaling
50855	6953	binary;literature
128434	6310	binary;literature
51076	55191	binary;literature
5698	8648	binary;literature
10137	10421	binary;literature
55561	998	binary;literature
2634	6303	binary;literature;signaling
3081	3081	binary;literature
1114	157285	binary;literature;signaling
4090	88455	binary;literature;signaling
25764	4188	binary;literature
6853	6853	binary;literature
1026	5861	binary;literature;signaling
55795	7979	binary;literature
4750	54512	binary;literature;signaling
7186	9513	binary;literature;signaling
4193	6201	binary;literature
23043	4690	binary;literature;signaling
54941	7334	binary;literature
11034	60	binary;literature
11345	23786	binary;literature
3726	3726	binary;literature
835	835	binary;literature
55755	8882	binary;literature;signaling
26128	9046	binary;literature;signaling
11007	5682	binary;literature;signaling
1488	7005	binary;literature;signaling
4750	546	binary;literature;signaling
51319	57180	binary;literature
54926	9666	binary;literature
2059	29911	binary;literature;signaling
26278	81	binary;literature;signaling
2099	5777	binary;literature;signaling
2670	9729	binary;literature;signaling
7003	7003	binary;literature
23636	9818	binary;literature;signaling
10522	84164	binary;literature;signaling
2168	2885	binary;literature
10293	7251	binary;literature
54458	5478	binary;literature;signaling
3064	51588	binary;literature;signaling
23595	4174	binary;literature
10771	4087	binary;literature;signaling
10262	2534	binary;literature
5725	9444	binary;literature;signaling
10656	79873	binary;literature;signaling
5764	79101	binary;literature;signaling
2045	4301	binary;literature;signaling
26086	9802	binary;literature;signaling
10772	2521	binary;literature;signaling
11051	4637	binary;literature;signaling
23219	7186	binary;literature;signaling
55388	595	binary;literature;signaling
55324	8479	binary;literature;signaling
23429	6015	binary;literature;signaling;complexes
55145	79797	binary;literature;signaling
4690	7454	binary;literature;signaling
1855	8975	binary;literature;signaling
598	7157	binary;literature;signaling
10569	11007	binary;literature
4100	54471	binary;literature;signaling
51225	8667	binary;literature;signaling
147687	55722	binary;literature;signaling
2274	3688	binary;literature;signaling
1831	51440	binary;literature;signaling
6498	6625	binary;literature;signaling
1460	6197	binary;literature
4690	9744	binary;literature
1822	4052	binary;literature;signaling
1400	3336	binary;literature;signaling
10659	5093	binary;literature
55827	84676	binary;literature
51523	6498	binary;literature;signaling
1029	4171	binary;literature;signaling
1915	5432	binary;literature;signaling
1857	59349	binary;literature;signaling
284352	5499	binary;literature;signaling
10606	79873	binary;literature;signaling
10241	79025	binary;literature;signaling
326	8968	binary;literature
6045	7323	binary;literature
2904	5782	binary;literature
84062	85359	binary;literature;signaling
2904	5793	binary;literature
113878	23413	binary;literature;signaling
4089	6996	binary;literature;signaling
4747	51588	binary;literature;signaling
23468	51224	binary;literature;signaling
4089	4090	binary;literature;signaling
55872	57562	binary;literature;signaling
2316	2317	binary;literature;signaling
83593	9770	binary;literature
51566	84232	binary;literature
4174	4188	binary;literature;signaling
23649	83931	binary;literature;signaling
5764	6016	binary;literature;signaling
10783	54550	binary;literature;signaling
10524	6633	binary;literature;signaling
708	7916	binary;literature;signaling
6430	93145	binary;literature;signaling
1398	9103	binary;literature
7316	9802	binary;literature;signaling
4440	9240	binary;literature
4087	5660	binary;literature;signaling
23493	5359	binary;literature;signaling
4841	8379	binary;literature;signaling
1398	1748	binary;literature
23328	80306	binary;literature
5359	57048	binary;literature;signaling
23637	3695	binary;literature
5595	5788	binary;literature
3927	9319	binary;literature;signaling
3276	56341	binary;literature
6354	9638	binary;literature;signaling
6137	6714	binary;literature
4690	51375	binary;literature
22920	27185	binary;literature
29911	9099	binary;literature;signaling
5552	80321	binary;signaling
115106	4172	binary;literature
23637	3689	binary;literature
1760	5350	binary;literature
164127	4188	binary;literature;signaling
27316	84708	binary;literature;signaling
4149	4601	binary;literature;signaling
114928	8481	binary;signaling
207	5515	binary;literature;signaling
118924	22927	binary;literature
2735	51684	binary;literature;signaling
2065	8440	binary;literature
25	64714	binary;literature
23265	27339	binary;literature
114088	6124	binary;literature
1731	1731	binary;literature
10425	29062	binary;literature;signaling
1454	25865	binary;literature
5892	7516	binary;literature;complexes
199745	7157	binary;literature;signaling
10919	9146	binary;literature;signaling
327	327	binary;literature
115362	115362	binary;literature
1759	273	binary;literature;signaling
11161	5828	binary;literature;signaling
1063	81565	binary;literature
23636	51019	binary;literature
23426	5698	binary;literature
27301	30008	binary;literature;signaling
207	9869	binary;literature
1111	4194	binary;literature;kinase
653121	84708	binary;literature
5747	7157	regulatory;binary;literature;signaling
29110	3661	binary;literature;signaling;kinase
4110	7704	binary;literature;signaling
1107	51631	binary;literature;signaling
3178	9796	binary;literature;signaling
1398	660	binary;literature
1822	30008	binary;literature;signaling
10445	9513	binary;literature;signaling
55603	56647	binary;literature;signaling
22803	27185	binary;literature
10490	9482	binary;literature;signaling
10362	7185	binary;signaling
57542	83878	binary;literature;signaling
2274	5977	binary;literature
11157	27258	binary;literature;complexes
10040	2747	binary;literature
55041	55729	binary;literature;signaling
10327	54512	binary;literature
57562	5802	binary;literature;signaling
1400	9319	binary;literature;signaling
10982	22924	binary;literature
39	39	binary;literature
259	8503	binary;literature
84676	85476	binary;literature
7013	7013	binary;literature
1102	1102	binary;literature
10084	55791	binary;literature;signaling
29085	6310	binary;literature;signaling
3093	90678	binary;literature
4496	64215	binary;literature
11007	2059	binary;literature;signaling
26258	79666	binary;literature;signaling
91694	9246	binary;literature
25788	51157	binary;literature
114034	160	binary;literature;signaling
10114	409	binary;literature;signaling
10524	55791	binary;literature;signaling
10087	9883	binary;literature;signaling
10016	553115	binary;literature
10589	6880	binary;literature;signaling
23152	7095	binary;literature
1731	23157	binary;literature
10477	9045	binary;literature
55269	55791	binary;literature;signaling
51074	7431	binary;literature;signaling
6714	92591	binary;literature
1457	5770	binary;literature;signaling
5793	5829	binary;literature
1282	1690	binary;literature
1838	7186	binary;literature;signaling
375484	7846	binary;signaling
11147	9111	binary;literature
5499	9858	binary;literature
2064	5793	binary;literature
5335	6137	binary;literature
51076	51076	binary;literature
25	29934	binary;literature
2066	6645	binary;literature;signaling
23031	5728	binary;literature;signaling
171023	4690	binary;literature
57453	9863	binary;literature
23054	7421	binary;literature;signaling
28986	64112	binary;literature;signaling
4216	5608	binary;literature;signaling
25	9757	binary;literature
1915	6783	binary;literature;signaling
57556	57630	binary;literature;signaling
11124	1460	binary;literature;signaling
293	51076	binary;literature
7431	8764	binary;literature;signaling
3399	6925	binary;literature;signaling
56992	84557	binary;literature
129563	9638	binary;literature;signaling
4688	4689	binary;literature;signaling
27229	80258	binary;literature
55183	7572	binary;literature
2247	9982	binary;literature;signaling
10174	25	binary;literature
355	7341	binary;literature;signaling
1956	5921	binary;literature;signaling;kinase
29057	4110	binary;literature
2261	63940	binary;literature;signaling
163	79132	binary;literature
4093	5989	binary;literature;signaling
2512	6881	binary;literature;signaling
158345	1937	binary;signaling
79797	83755	binary;literature;signaling
29979	4093	binary;literature;signaling
5159	5770	binary;literature;signaling
4175	55388	binary;literature;signaling
4062	84988	binary;literature;signaling
55660	56893	binary;literature;signaling
2639	2885	binary;literature
25804	9111	binary;literature;signaling
114928	5764	binary;literature;signaling
57820	891	binary;literature
51176	7088	binary;literature;signaling
2130	414061	binary;literature
64780	81876	binary;literature
29107	56000	binary;literature
3146	55183	binary;literature
1271	5359	binary;literature;signaling
23163	9146	binary;literature
1398	27120	binary;literature
196403	9246	binary;literature
3932	6850	binary;literature;signaling
22823	25865	binary;literature;signaling
1387	4673	binary;literature;signaling
