# This file contains a filtered version of the Human Interactome that includes
# only the yeast two-hybrd interactions ("Binary interactions").
# gene_ID_1	 gene_ID_2	data_source(s)
2690	5795	binary;literature
11244	580	binary;literature;signaling
2026	22927	binary;literature;signaling
4188	55885	binary;literature;signaling
64320	7324	binary;literature
3054	57215	binary;literature
5001	990	binary;literature
117177	5864	binary;literature;signaling
27316	80125	binary;literature;signaling
3953	5300	binary;literature;signaling
7138	79156	binary;literature;signaling
1915	6880	binary;literature;signaling
2113	5449	binary;literature;signaling
4122	8518	binary;literature;signaling
23279	27185	binary;literature
4089	5898	binary;literature;signaling
4233	5782	binary;literature
6258	7376	binary;signaling
1937	29903	binary;literature;signaling
100131816	2512	binary;literature
51204	6303	binary;literature
26058	6628	binary;literature
10490	2804	binary;literature
1387	3091	binary;literature;signaling
10188	255426	binary;literature
3476	5537	binary;literature;signaling
1967	51073	binary;literature;signaling
11143	23557	binary;literature;signaling
11170	22911	binary;literature;signaling
23640	3306	binary;literature;signaling
5050	57062	binary;literature;signaling
10002	1025	binary;literature
10213	55698	binary;literature
311	3189	binary;literature;signaling
11248	6714	binary;literature
22948	7157	binary;literature;signaling
7083	7280	binary;literature;signaling
2783	3399	binary;literature
114928	55512	binary;signaling
6510	79735	binary;literature
7186	9099	binary;literature;signaling
2885	5077	binary;literature
10980	5211	binary;literature;signaling
10399	29967	binary;literature;signaling
2130	22981	binary;literature;signaling
10801	23157	binary;literature
4090	586	binary;literature
11184	6714	binary;literature
153733	541468	binary;literature
2534	9187	binary;literature
6279	9094	binary;literature;signaling
57562	7431	binary;literature;signaling
23199	55758	binary;literature;signaling
1399	2065	binary;literature
10197	9513	binary;literature;signaling
10572	598	binary;literature;signaling
55322	84337	binary;literature
8851	9625	binary;literature
2810	2908	binary;literature;signaling
2534	5081	binary;literature
10477	51691	binary;literature
1081	94115	binary;literature
55872	983	binary;literature;signaling;kinase
121504	9682	binary;literature
10015	10016	binary;literature;signaling
164592	4188	binary;literature;signaling
79866	9638	binary;literature;signaling
4841	55269	binary;literature
4173	8900	binary;literature
1956	84951	binary;literature
1026	8318	binary;literature;signaling
55052	6453	binary;literature;signaling
83549	83549	binary;literature
130013	4110	binary;literature
55603	9372	binary;literature;signaling
54870	55729	binary;literature;signaling
10524	4000	binary;literature;signaling
51364	81628	binary;literature
30008	54557	binary;literature;signaling
22893	84466	binary;literature;signaling
861	865	binary;literature;signaling
10513	2815	binary;literature
293	83755	binary;literature;signaling
25942	5036	binary;literature;signaling
135	81	binary;literature;signaling
7332	9781	binary;literature;signaling
26088	4074	binary;literature
10813	5728	binary;literature;signaling
22913	284403	binary;literature
23014	85445	binary;literature
6648	79159	binary;literature;signaling
374291	409	binary;literature;signaling
2261	2261	binary;literature;kinase
5684	6628	binary;literature;signaling
23539	5861	binary;literature
81	89	binary;literature;signaling
100272147	2130	binary;literature
2661	5717	binary;literature;signaling
1937	55068	binary;literature;signaling
23072	8328	binary;literature;signaling
23214	23636	binary;literature;signaling
57088	83755	binary;literature;signaling
1951	23270	binary;literature;signaling
79025	9260	binary;literature
84280	9231	binary;literature;signaling
5359	6687	binary;literature;signaling
26994	27342	binary;literature
11007	3872	binary;literature;signaling
4110	6919	binary;literature;signaling
7431	7518	binary;literature;signaling
1213	51566	binary;literature;signaling
51619	9921	binary;literature
5164	79763	binary;literature;signaling
5782	9564	binary;literature;signaling
57473	7052	binary;literature;signaling
2547	55512	binary;literature;signaling
25898	7157	binary;literature;signaling
29070	9001	binary;literature;signaling
613	9094	binary;literature;signaling
26508	4093	binary;literature;signaling
10980	5272	binary;literature;signaling
11100	7251	binary;literature
10989	55791	binary;literature;signaling
1294	3312	binary;literature;signaling
2130	9087	binary;literature;signaling
1822	83755	binary;literature;signaling
79027	83755	binary;literature;signaling
10204	51631	binary;literature;signaling
11144	675	binary;literature
10114	3985	binary;literature;signaling
5802	9638	binary;literature;signaling
5147	54622	binary;literature;signaling
4908	627	binary;literature;signaling
23649	7511	binary;literature;signaling
2885	91179	binary;literature
1468	83755	binary;literature
1991	5265	binary;literature;signaling
335	55700	binary;literature;signaling
1499	5793	binary;literature
10413	9368	binary;literature;signaling
51447	5359	binary;literature
1102	51138	binary;literature
1499	8454	binary;literature
11340	11340	binary;literature
11143	6303	binary;literature;signaling
2002	5594	binary;literature;signaling;kinase
26155	55791	binary;literature;signaling
11007	220136	binary;literature;signaling
4172	990	binary;literature
10813	7159	binary;literature;signaling
3276	56252	binary;literature;signaling
10253	867	binary;literature;signaling
2819	5764	binary;literature;signaling
10526	6310	binary;literature;signaling
4830	4830	binary;literature;kinase
3093	6048	binary;literature
4188	65265	binary;literature
11170	57596	binary;literature;signaling
29109	6048	binary;literature;signaling
5682	81628	binary;literature;signaling
331	7335	binary;literature
10477	6310	binary;literature;signaling
7531	9402	binary;literature;signaling
10307	351	binary;literature;signaling
1385	7431	binary;literature;signaling
23095	9223	binary;literature
7551	7551	binary;literature
53826	9094	binary;literature;signaling
11316	1314	binary;literature
5108	583	binary;literature
200523	9319	binary;literature;signaling
81557	9796	binary;literature;signaling
7329	9094	binary;literature;signaling
11127	27185	binary;literature
7409	79027	binary;literature;signaling
23020	2885	binary;literature
2147	2811	binary;literature;signaling
3184	54512	binary;literature;signaling
1617	9666	binary;literature
1822	8425	binary;literature;signaling
5071	5997	binary;literature;signaling
22800	3960	binary;literature
5997	6331	binary;literature;signaling
2885	3190	binary;literature
10987	51246	binary;literature
10006	2059	binary;literature;signaling
51280	60528	binary;literature;signaling
1147	9020	binary;literature;signaling;kinase
23499	55763	binary;literature
7360	7360	binary;literature
10733	54855	binary;literature;signaling
5500	672	binary;literature
1822	6478	binary;literature;signaling
23152	2553	binary;literature;signaling
7336	9781	binary;literature
2885	5194	binary;literature
10114	7041	binary;literature;signaling
51631	79576	binary;literature;signaling
2887	84466	binary;literature;signaling
2885	81876	binary;literature
6606	8487	binary;literature;signaling
1029	5501	binary;literature
26512	4176	binary;literature
3164	55160	binary;literature;signaling
642	642	binary;literature
1514	2669	binary;literature
65990	7157	binary;literature;signaling
4690	56955	binary;literature
1956	5335	binary;literature;signaling;kinase
51003	55512	binary;literature;signaling
373	64400	binary;literature
140432	7328	binary;literature
55824	9368	binary;literature;signaling
473	9139	binary;literature;signaling
2146	5252	binary;literature;signaling
81	9124	binary;literature;signaling
1398	2318	binary;literature
11201	26994	binary;literature;signaling
4087	54165	binary;literature;signaling
1026	894	binary;literature;signaling
10766	29883	binary;literature
10425	7360	binary;literature;signaling
4188	90594	binary;literature;signaling
55843	5879	binary;literature;signaling
5424	57562	binary;literature;signaling
1018	1033	binary;literature;signaling
10200	8666	binary;literature;signaling
57473	9878	binary;literature;signaling
1600	2064	binary;literature
11201	373	binary;literature
10482	56893	binary;literature;signaling
4088	79595	binary;literature
22893	4188	binary;literature;signaling
10174	9189	binary;literature;signaling
2146	5303	binary;literature;signaling
9295	9584	binary;complexes
152006	7323	binary;literature
2621	558	binary;literature;signaling
54902	65109	binary;literature;signaling
10758	7189	binary;literature;signaling
55611	7321	binary;literature
6231	90121	binary;literature
221037	367	binary;literature;signaling
1460	1460	binary;literature
51647	9391	binary;literature
3836	8125	binary;literature;signaling
6294	9667	binary;literature;signaling
10557	4690	binary;literature
22955	25843	binary;literature;signaling
79173	7965	binary;literature;signaling
4998	988	binary;literature;signaling
3205	5359	binary;literature;signaling
10188	10188	binary;kinase
116449	1956	binary;literature
10691	64750	binary;literature
27111	51538	binary;literature;signaling
10557	25	binary;literature
54039	58155	binary;literature
2130	4879	binary;literature;signaling
2885	5564	binary;literature
29903	84060	binary;literature;signaling
65220	79873	binary;literature;signaling
5890	8968	binary;literature
55166	79173	binary;literature
5295	8541	binary;literature
54972	84466	binary;literature;signaling
2810	4140	binary;literature;signaling
5866	8766	binary;literature;signaling
3055	6654	binary;literature;signaling
11170	3880	binary;literature;signaling
51160	7314	binary;literature
51429	8867	binary;literature
84245	84245	binary;literature
11030	2307	binary;literature;signaling
11170	4591	binary;literature;signaling
2189	2553	binary;literature;signaling
3927	4188	binary;literature;signaling
64770	80254	binary;literature
3105	567	binary;literature;signaling
1398	56145	binary;literature
4771	9368	binary;literature;signaling
2885	50807	binary;literature
51225	84062	binary;literature;signaling
10513	221458	binary;literature
114034	6457	binary;literature;signaling
23641	79666	binary;literature
26240	3839	binary;literature;signaling
11186	7507	binary;literature;signaling
819	8870	binary;literature
2516	5295	binary;literature
7186	83707	binary;literature
10370	2033	binary;literature;signaling
23543	6310	binary;literature;signaling
2275	7205	binary;literature;signaling
1488	29994	binary;literature;signaling
2661	5873	binary;literature;signaling
127002	5523	binary;literature
4331	79803	binary;literature;signaling
51224	7718	binary;literature;signaling
1912	51460	binary;literature;signaling
5295	8871	binary;literature
1915	94103	binary;literature
2653	9111	binary;literature;signaling
56893	9260	binary;literature;signaling
6717	6717	binary;literature
10346	473	binary;literature;signaling
55284	55905	binary;literature
10152	8728	binary;literature
65264	8906	binary;literature
22822	9045	binary;literature;signaling
1026	9134	binary;literature
1856	9129	binary;literature;signaling
3853	3872	binary;literature
83755	8812	binary;literature;signaling
4666	55791	binary;literature;signaling
57498	79577	binary;literature;signaling
5770	9564	binary;literature;signaling
26511	5013	binary;literature;signaling
333	84289	binary;literature;signaling
10567	84708	binary;literature;signaling
4122	51631	binary;literature
4093	667	binary;literature;signaling
100130086	6310	binary;literature
2661	5272	binary;literature;signaling
2316	3695	binary;literature;signaling
6456	71	binary;literature;signaling
11091	51562	binary;literature;signaling
11338	6426	binary;literature;signaling;complexes
55791	56144	binary;literature;signaling
4698	4707	binary;literature;complexes
4690	8646	binary;literature
51504	5976	binary;literature
1856	79753	binary;literature;signaling
11100	1400	binary;literature;signaling
9231	975	binary;literature;signaling
4093	64795	binary;literature
2130	55297	binary;literature;signaling
1605	5295	binary;literature
10127	55663	binary;literature;signaling
4207	56159	binary;literature;signaling
183	2885	binary;literature
202559	3190	binary;literature;signaling
4690	7812	binary;literature
23585	55262	binary;literature
83897	9319	binary;literature;signaling
23032	3692	binary;literature;signaling
10197	11033	binary;literature;signaling
2176	7184	binary;literature;signaling
1956	509	binary;literature;signaling
8481	9737	binary;literature;signaling
3692	78987	binary;literature;signaling
4267	56893	binary;literature;signaling
115992	7328	binary;literature
10905	4093	binary;literature
7110	8328	binary;literature;signaling
26959	653808	binary;literature
23199	988	binary;literature
116379	50616	binary;literature;signaling
2804	6515	binary;literature
2638	55183	binary;literature
11030	84528	binary;literature;signaling
3991	55968	binary;literature;signaling
114928	57562	binary;literature;signaling
22980	6303	binary;literature;signaling
7276	780	binary;literature;signaling
8737	8737	binary;literature
52	54874	binary;literature;signaling
10486	71	binary;literature;signaling
219771	5218	binary;literature
6714	7080	binary;literature
387338	4110	binary;literature
140735	90427	binary;literature
10040	2934	binary;literature;signaling
2146	23588	binary;literature;signaling
1155	7874	binary;literature;signaling
10095	7454	binary;literature;signaling
4041	4093	binary;literature;signaling
11248	1398	binary;literature
3308	54541	binary;literature
10513	10607	binary;literature
5004	8503	binary;literature
5089	8518	binary;literature;signaling
10542	5877	binary;literature;signaling
4747	4747	binary;literature
22981	5997	binary;literature;signaling
2213	6714	binary;literature
1111	63967	binary;literature;kinase
25888	90933	binary;literature;signaling
2203	274	binary;literature
55660	5792	binary;literature;signaling
57596	5987	binary;literature;signaling
10236	6154	binary;literature
283	6997	binary;literature;signaling
54474	79882	binary;literature
10301	55324	binary;literature;signaling
2318	64750	binary;literature
5290	7353	binary;literature
2274	2274	binary;literature
222546	2275	binary;literature;signaling
151871	55209	binary;literature
1822	7916	binary;literature;signaling
1400	27252	binary;literature
55183	7083	binary;literature
51631	5764	binary;literature;signaling
3400	5335	binary;literature
10445	1856	binary;literature;signaling
10956	23421	binary;literature
672	8315	binary;literature;signaling
23054	4869	binary;literature
2885	84172	binary;literature
5111	7314	binary;literature;signaling
246329	246329	binary;literature
5028	9368	binary;literature;signaling
11143	22981	binary;literature;signaling
54855	7205	binary;literature;signaling
4090	6421	binary;literature;signaling
7704	80321	binary;literature;signaling
2534	8724	binary;literature
25	50807	binary;literature
1915	55643	binary;literature;signaling
207	8470	binary;literature
30008	79088	binary;literature;signaling
27154	5295	binary;literature
1654	57473	binary;literature;signaling
10813	7431	binary;literature;signaling
1021	55388	binary;literature;signaling
57332	9001	binary;literature;signaling
10521	64783	binary;complexes
2670	9260	binary;literature;signaling
5901	751867	binary;literature
2099	3275	binary;literature;signaling
7335	91445	binary;literature
8382	84332	binary;literature
51194	84812	binary;literature;signaling
2534	3000	binary;literature
30820	3751	binary;literature;signaling
6183	9094	binary;literature
7186	9020	binary;literature;signaling
5932	5933	binary;literature;signaling
23368	7161	binary;literature
2026	7846	binary;signaling
29117	6176	binary;literature;signaling
114793	55660	binary;literature
6908	9001	binary;literature;signaling
10018	597	binary;literature
266812	5764	binary;literature;signaling
55284	81603	binary;literature
55191	5976	binary;literature;signaling
57707	9319	binary;literature
4281	7332	binary;literature
7322	84675	binary;literature
2064	8412	binary;literature
10898	81608	binary;literature;complexes
3725	5601	binary;literature;signaling;kinase
51444	55284	binary;literature
54544	55791	binary;literature;signaling
10040	7251	binary;literature;signaling
2533	4690	binary;literature
5788	7006	binary;literature
10989	1478	binary;literature;signaling
27252	55791	binary;literature;signaling
55159	7322	binary;literature
55512	9869	binary;literature;signaling
197131	998	binary;literature;signaling
5796	5829	binary;literature
5218	896	binary;literature
4110	83463	binary;literature;signaling
1124	7917	binary;literature;signaling
1822	7205	binary;literature;signaling
5894	5906	binary;literature;signaling
100131816	84528	binary;literature
23043	23286	binary;literature
25	675	binary;literature
57144	84445	binary;literature;signaling
115416	7336	binary;literature
5359	80125	binary;literature;signaling
27113	596	binary;literature
2810	4217	binary;literature;signaling
3897	8682	binary;literature;signaling
26272	7013	binary;literature
4223	7432	binary;literature;signaling
166	6354	binary;literature;signaling
2661	6606	binary;literature;signaling
23568	402	binary;literature
55660	7414	binary;literature;signaling
1278	3673	binary;literature;signaling
10148	4088	binary;literature;signaling
221662	54715	binary;literature
4184	83755	binary;literature
4171	6191	binary;literature
285527	9454	binary;literature
27185	5048	binary;literature
2130	665	binary;literature;signaling
10363	10363	binary;literature
51127	51619	binary;literature
60485	6788	binary;literature
55638	6159	binary;literature
10278	1398	binary;literature
293	29888	binary;literature;signaling
26168	4869	binary;literature
5770	6714	binary;literature;signaling
23129	9723	binary;literature
473	83755	binary;literature;signaling
4678	9706	binary;literature
2064	2885	binary;literature;signaling
10950	1869	binary;literature
6256	81857	binary;literature
10467	1460	binary;literature
1398	9472	binary;literature
84612	998	binary;literature;signaling
2274	8877	binary;literature
5976	7920	binary;literature;signaling
11200	5529	binary;literature;signaling
10477	55182	binary;literature
7112	7874	binary;literature;signaling
1915	54512	binary;literature;signaling
1026	5111	binary;literature;signaling;complexes
112950	6923	binary;literature
10567	7280	binary;literature
26234	6500	binary;literature;signaling
7324	79102	binary;literature
5621	81628	binary;literature;signaling
1731	346288	binary;literature
55299	962	binary;literature;signaling
27342	7314	binary;literature;signaling
56893	7462	binary;literature;signaling
1822	23132	binary;literature;signaling
1856	54715	binary;literature;signaling
2064	7410	binary;literature
10241	164127	binary;literature;signaling
2885	3780	binary;literature
148581	9666	binary;literature
84060	8743	binary;literature;signaling
1956	640	binary;literature
4734	6142	binary;literature;signaling
56893	7755	binary;literature;signaling
10021	25	binary;literature
114034	8878	binary;literature;signaling
1454	1857	binary;literature;signaling
11007	7538	binary;literature;signaling
79885	9796	binary;literature;signaling
2549	5295	binary;literature;signaling
5582	5770	binary;literature;kinase
3984	5566	binary;literature
333	84060	binary;signaling
11340	23608	binary;literature;signaling
1740	2066	binary;literature;signaling
3665	7320	binary;literature
9100	9908	binary;literature
2931	51324	binary;literature
6310	7329	binary;literature;signaling
25855	6872	binary;literature
1525	2130	binary;literature;signaling
10645	80254	binary;literature
6788	83593	binary;literature
1398	56138	binary;literature
4690	9784	binary;literature
2059	7802	binary;literature;signaling
64750	64750	binary;literature
27185	79641	binary;literature
1107	841	binary;literature;signaling
2885	8764	binary;literature
1398	2516	binary;literature
664	664	binary;literature
25	2799	binary;literature
81628	8851	binary;literature;signaling
1956	7039	binary;literature;signaling
11144	11144	binary;literature
5573	8165	binary;literature;signaling
10808	1107	binary;literature;signaling
5787	7010	binary;literature;signaling
4738	7345	binary;literature;signaling
10152	22954	binary;literature
23543	9444	binary;literature;signaling
10606	79959	binary;literature;signaling
1612	1612	binary;literature;kinase
135	89	binary;literature;signaling
2534	58512	binary;literature
51283	7322	binary;literature
1869	6667	regulatory;binary;literature;signaling
51684	55670	binary;literature
51720	6498	binary;literature;signaling
3190	9444	binary;literature;signaling
1398	81875	binary;literature
54	8743	binary;literature;signaling
50488	5911	binary;literature
1400	54622	binary;literature;signaling
26524	84962	binary;literature
10982	60491	binary;literature;signaling
1107	9039	binary;literature;signaling
11073	22883	binary;literature;signaling
2130	84628	binary;literature
56893	9146	binary;literature;signaling
64753	8161	binary;literature;signaling
4123	7916	binary;literature
435	5859	binary;literature
7189	7335	binary;literature
55165	9883	binary;literature;signaling
3732	81839	binary;literature;signaling
2130	283238	binary;literature
2130	4089	binary;literature;signaling
3717	5335	binary;literature
3055	55750	binary;literature;signaling
10048	4233	binary;literature;signaling
55791	55791	binary;literature
7248	8045	binary;literature
10456	8527	binary;literature;signaling
6613	7329	binary;literature;signaling
23641	54552	binary;literature
6794	92335	binary;literature;kinase
373	7325	binary;literature
2521	3276	binary;literature;signaling
4110	64770	binary;literature;signaling
57573	57573	binary;literature
4090	85313	binary;literature
7920	9552	binary;literature
4359	54984	binary;literature
5700	5708	binary;literature;signaling;complexes
2059	3695	binary;literature
1398	6655	binary;literature
2804	57562	binary;literature;signaling
81565	8997	binary;literature
7189	958	binary;literature;signaling
27185	80254	binary;literature
26150	373	binary;literature;signaling
64397	6498	binary;literature;signaling
4043	5496	binary;literature;signaling
54715	63948	binary;literature;signaling
10900	5912	binary;literature
5782	90410	binary;literature;signaling
596	637	binary;literature;signaling
26353	9531	binary;literature
56893	6310	binary;literature;signaling
11170	29911	binary;literature;signaling
2752	6498	binary;literature;signaling
1981	22916	binary;literature
10813	51319	binary;literature;signaling
4734	7314	binary;literature
10813	55274	binary;literature;signaling
4690	9282	binary;literature
4175	5682	binary;literature;signaling
2316	5664	binary;literature;signaling
333	6811	binary;literature;signaling
23099	55885	binary;literature;signaling
10919	84080	binary;literature
11266	5764	binary;literature;signaling
11143	79768	binary;literature;signaling
2885	7080	binary;literature
54819	7157	binary;literature;signaling
58155	58155	binary;literature
2885	3075	binary;literature
55284	9025	binary;literature
1271	2534	binary;literature
25975	6456	binary;literature
11284	4110	binary;literature;signaling
6829	9796	binary;literature;signaling
2033	4673	binary;literature;signaling
6277	6277	binary;literature
25816	29079	binary;literature
3183	3183	binary;literature
1114	6279	binary;literature;signaling
5777	6098	binary;literature;signaling
1070	5147	binary;literature;signaling
27258	90799	binary;literature
472	8243	binary;literature;signaling;kinase
10425	6132	binary;literature;signaling
168451	6498	binary;literature
3093	56658	binary;literature
4088	55769	binary;literature;signaling
1738	8050	binary;literature
57610	85445	binary;literature;signaling
10632	9947	binary;literature
6601	9796	binary;literature;signaling
5635	79666	binary;literature
473	7431	binary;literature
7164	7165	binary;literature
4790	5970	binary;literature;signaling
112840	9796	binary;literature;signaling
51562	85359	binary;literature;signaling
26151	79873	binary;literature
7296	84988	binary;literature;signaling
222546	55885	binary;literature;signaling
166	6142	binary;literature;signaling
10401	55729	binary;literature;signaling
7186	84498	binary;literature
1977	8637	binary;literature;signaling
207	8915	binary;literature;signaling;kinase
1026	55388	binary;literature;signaling
8161	89953	binary;literature;signaling
10589	2959	binary;complexes
25	58512	binary;literature
10755	7306	binary;literature
199745	9869	binary;literature;signaling
5335	8853	binary;literature
3093	85363	binary;literature
51252	90850	binary;literature;signaling
8115	92815	binary;literature
2638	58	binary;literature;signaling
25843	4637	binary;literature;signaling
30008	84894	binary;literature;signaling
51444	51619	binary;literature
1207	6632	binary;literature
286514	4591	binary;literature;signaling
10016	57048	binary;literature
9246	9781	binary;literature
25831	3547	binary;literature;signaling
11252	29993	binary;literature;signaling
56893	83440	binary;literature;signaling
23594	8317	binary;literature
6303	65991	binary;literature
65264	79666	binary;literature;signaling
23564	9319	binary;literature;signaling
11039	2261	binary;signaling
1107	5110	binary;literature;signaling
1409	1410	binary;literature;signaling
1915	51319	binary;literature
2534	2889	binary;literature
1822	643641	binary;literature
1854	9825	binary;literature
4090	5936	binary;literature;signaling
7321	9666	binary;literature
427	9869	binary;literature;signaling
7917	8870	binary;literature
10989	7916	binary;literature;signaling
3932	5803	binary;literature
5671	6498	binary;literature;signaling
140735	9454	binary;literature;signaling
841	8452	binary;literature
2023	2885	binary;literature
2547	5050	binary;literature;signaling
2189	3880	binary;literature;signaling
5364	64218	binary;literature
11135	79109	binary;literature
10114	55679	binary;literature;signaling
5089	64754	binary;literature;signaling
4093	8665	binary;literature;signaling
5163	5586	binary;literature
5518	9372	binary;literature;signaling
5684	6636	binary;literature;signaling
10489	4650	binary;literature;signaling
3586	3587	binary;literature;signaling
27185	636	binary;literature
1956	5295	binary;literature;signaling
1020	894	binary;literature;signaling
55823	7021	binary;literature;signaling
217	404636	binary;literature
339390	4296	binary;literature
55729	6711	binary;literature;signaling
4089	57510	binary;literature;signaling
1937	9141	binary;literature;signaling
4690	672	binary;literature
7706	92912	binary;literature
10425	2029	binary;literature;signaling
10656	202559	binary;literature;signaling
1386	9555	binary;literature
2512	5764	binary;literature;signaling
51003	6303	binary;literature;signaling
27185	7531	binary;literature
8161	9457	binary;literature;signaling
1915	8655	binary;literature;signaling
11098	11261	binary;literature;signaling
10482	6432	binary;literature;signaling
25920	5295	binary;literature
10716	8573	binary;literature;signaling
10236	25	binary;literature
30011	868	binary;literature;signaling
201965	79734	binary;literature
10226	9519	binary;literature;signaling
5216	55183	binary;literature
4093	4299	binary;literature;signaling
2064	7409	binary;literature
5138	9049	binary;literature
11047	29979	binary;literature
6118	84060	binary;literature;signaling
25	65268	binary;literature
10209	93145	binary;literature;signaling
79753	8554	binary;literature;signaling
10179	27316	binary;literature
115106	4173	binary;literature
2661	51019	binary;literature;signaling
59349	8452	binary;literature
581	598	binary;literature;signaling
23163	55690	binary;literature
51477	5515	binary;literature
2064	5782	binary;literature
23216	4087	binary;literature;signaling
1645	5595	binary;literature
333	7083	binary;literature;signaling
3688	6002	binary;literature
129868	51619	binary;literature
4750	7158	binary;literature;signaling
5071	9319	binary;literature;signaling
160	6016	binary;literature;signaling
10152	90410	binary;literature
2597	3910	binary;literature;signaling
25900	9744	binary;literature;signaling
10435	998	binary;literature
11021	9519	binary;literature;signaling
2889	6714	binary;literature;kinase
10617	5119	binary;literature;signaling
6310	9878	binary;literature;signaling
4661	983	binary;literature;signaling
1915	56893	binary;literature;signaling
10656	9491	binary;literature;signaling
1112	11340	binary;literature;signaling
54550	8812	binary;literature;signaling
493829	7329	binary;literature
23683	6844	binary;literature;signaling
1635	60491	binary;literature;signaling
1822	4753	binary;literature;signaling
51706	56893	binary;literature
54978	9808	binary;literature;signaling
5108	582	binary;literature
3040	5728	binary;literature
1161	2074	binary;literature;signaling
10921	1856	binary;literature;signaling
10581	65110	binary;literature;signaling
5464	55062	binary;literature;signaling
5077	5454	binary;literature
23641	55211	binary;literature;signaling
6714	85358	binary;literature
6092	84152	binary;literature;signaling
10971	5170	binary;literature;signaling
11030	9883	binary;literature;signaling
346288	4735	binary;literature
3643	7529	binary;literature;signaling
8328	84133	binary;literature
57017	57719	binary;literature
57596	9729	binary;literature;signaling
5335	58512	binary;literature
2130	387923	binary;literature
1978	4597	binary;literature;signaling
27335	997	binary;literature
6303	84708	binary;literature;signaling
10459	9319	binary;literature
3692	55964	binary;literature;signaling
22866	57554	binary;literature
7314	9802	binary;literature;signaling
2034	7428	binary;literature;signaling
56159	8379	binary;literature;signaling
10254	10617	binary;literature;signaling
23345	84062	binary;literature
8328	87	binary;literature;signaling
2038	84651	binary;literature;signaling
473	7994	binary;literature;signaling
3569	7704	binary;literature;signaling
10445	51729	binary;literature;signaling
3912	8328	binary;literature;signaling
1399	3643	binary;literature;signaling
25837	2643	binary;literature
10363	4089	binary;literature;signaling
1111	26574	binary;literature
2099	8085	binary;literature
5058	8874	binary;literature;signaling
10542	55791	binary;literature;signaling
10989	65990	binary;literature;signaling
7329	9260	binary;literature;signaling
2959	5454	binary;literature;signaling
10253	7186	binary;literature;signaling
51199	51637	binary;literature;signaling
54908	57562	binary;literature;signaling
6457	84103	binary;literature;signaling
27185	6453	binary;literature;signaling
55749	84676	binary;literature
4023	57562	binary;literature;signaling
10980	55512	binary;literature;signaling
7384	84676	binary;literature
6310	90678	binary;literature;signaling
1457	6711	binary;literature;signaling;kinase
10989	23659	binary;literature
6049	7328	binary;literature
50807	6456	binary;literature
1937	1942	binary;literature;signaling
4591	9787	binary;literature;signaling
11074	3093	binary;literature
10114	26508	binary;literature;signaling
5129	8812	binary;literature
27229	3866	binary;literature;signaling
7334	7706	binary;literature
79686	8878	binary;literature;signaling
66036	66036	binary;literature
55262	55262	binary;literature
23350	9882	binary;literature
3930	6732	binary;literature
3732	4927	binary;literature;signaling
2195	9454	binary;literature;signaling
6498	9611	binary;literature;signaling
100131816	1759	binary;literature
4281	51619	binary;literature
5747	9140	binary;literature;signaling
3609	7205	binary;literature;signaling
55791	84078	binary;literature;signaling
6498	7169	binary;literature
55293	55905	binary;literature
56970	7347	binary;literature;signaling
3309	80021	binary;literature;signaling
114928	27185	binary;literature
26019	28987	binary;literature
196	5925	binary;literature;signaling
9131	9869	binary;literature;signaling
1856	7157	binary;literature;signaling
1017	9133	binary;literature;signaling
27185	404734	binary;literature
90060	9802	binary;literature;signaling
1756	3880	binary;literature;signaling
11004	7428	binary;literature
2788	51205	binary;literature;signaling
8476	998	binary;literature
1026	595	binary;literature;signaling;complexes
613	7157	binary;literature;signaling
22999	2885	binary;literature
2889	4690	binary;literature
23321	3093	binary;literature
8894	9094	binary;literature;signaling
1432	3984	binary;literature;kinase
22929	54978	binary;literature
26994	868	binary;literature;signaling
151254	4175	binary;literature;signaling
84062	890	binary;literature
7874	9463	binary;literature;signaling
2661	333	binary;literature;signaling
1731	9212	binary;literature;kinase
11161	55755	binary;literature;signaling
5511	988	binary;literature;signaling
6714	9103	binary;literature
339965	9873	binary;literature;signaling
1743	79080	binary;literature
51588	7431	binary;literature;signaling
29979	55660	binary;literature;signaling
4091	64750	binary;literature;signaling
7273	84676	binary;literature;signaling
11047	26959	binary;literature
4921	6464	binary;literature;signaling
8092	9670	binary;literature;signaling
2931	51527	binary;literature
1107	5764	binary;literature;signaling
64582	9500	binary;literature;signaling
26147	7329	binary;literature
25	29	binary;literature
54505	79735	binary;literature
2195	55740	binary;literature;signaling
5217	55339	binary;literature;signaling
7846	9500	binary;signaling
1499	5800	binary;literature
51562	57325	binary;literature;signaling
25900	8328	binary;literature;signaling
1915	355	binary;literature;signaling
5782	9904	binary;literature
25	90990	binary;literature
2549	5795	binary;literature
1398	23013	binary;literature
23327	80306	binary;literature
51691	6152	binary;literature
2547	4809	binary;literature;signaling
25855	6525	binary;literature
5770	58	binary;literature
23286	55791	binary;literature;signaling
78987	9869	binary;literature;signaling
10241	26036	binary;literature
5394	83706	binary;literature
2885	4005	binary;signaling
7278	9111	binary;literature;signaling
1398	57187	binary;literature
51619	56658	binary;literature;signaling
23641	55209	binary;literature
5866	79873	binary;literature;signaling
3092	6204	binary;literature;signaling
4800	4801	binary;literature;signaling
10524	580	binary;literature;signaling
204851	6498	binary;literature;signaling
55758	80321	binary;literature;signaling
5805	9513	binary;literature
573	5894	binary;literature;signaling
55183	55512	binary;literature
7186	8737	binary;literature;signaling
5216	9231	binary;literature;signaling
