#PROTEIN	GENE ID
NEF	153090
NEF	60493
NEF	54919
NEF	10985
NEF	10521
NEF	81555
NEF	11331
NEF	10574
NEF	84617
NEF	2177
NEF	8086
NEF	23195
NEF	9524
NEF	22870
NEF	51631
NEF	25939
TAT	10643
TAT	1654
TAT	8471
TAT	9987
TAT	8653
TAT	9092
TAT	10236
TAT	10768
TAT	10492
TAT	63931
TAT	85236
TAT	10294
TAT	51747
TAT	7468
TAT	292
TAT	6181
TAT	6175
TAT	6741
TAT	4869
TAT	3303;3304
TAT	6218
TAT	3178
TAT	8329;8330;8336;8969;8332
TAT	3008
TAT	3312
TAT	26986
TAT	2547
TAT	7520
TAT	6187
TAT	3009
TAT	3007
TAT	3006
TAT	8531
TAT	6129
TAT	6139
TAT	4691
TAT	3181
TAT	6206
TAT	6137
TAT	10971
TAT	4140
TAT	6134
TAT	6136
TAT	3187
TAT	6133
TAT	2201
TAT	509
TAT	6124
TAT	6223
TAT	6122
TAT	23521
TAT	5983
TAT	3030
TAT	6232
TAT	10128
TAT	6157
TAT	6125
TAT	6144
TAT	6158
TAT	6203
TAT	6193
TAT	6159
TAT	10664
TAT	9045
TAT	220988
TAT	4670
TAT	3838
TAT	3185
TAT	6566
TAT	3306
TAT	4673
TAT	4150
TAT	6224
TAT	6189
TAT	6154
TAT	6201
TAT	6202
TAT	6217
TAT	6208
TAT	6222
TAT	6207
TAT	6205
TAT	6636
TAT	6633
TAT	6130
TAT	7555
TAT	6191
TAT	6147
TAT	6194
TAT	9349
TAT	6209
TAT	6229
TAT	6230
TAT	6234
TAT	2197
TAT	6156
TAT	4736
TAT	6161
TAT	6135
TAT	6132
TAT	6233
TAT	6169
TAT	4904
TAT	10376
TAT	10383
TAT	8602
TAT	56945
TAT	64432
TAT	54460
TAT	64968
TAT	64965
TAT	114294
TAT	6152
TAT	6143
TAT	6428
TAT	5813
TAT	3192
TAT	6427
TAT	6128
TAT	8402
TAT	708
TAT	6426
TAT	1660
TAT	3609
TAT	10949
TAT	6431
TAT	10155
TAT	10146
TAT	23759
TAT	705
TAT	3184
TAT	23076
TAT	51574
TAT	51490
TAT	79670
TAT	126208
TAT	90957
TAT	81608
TAT	389421
TAT	22907
TAT	10189
TAT	84295
TAT	65095
TAT	8971
TAT	23107
TAT	10240
TAT	10521
TAT	64951
TAT	55037
TAT	80829
TAT	51663
TAT	988
TAT	3182
TAT	10514
TAT	84305
TAT	11100
TAT	26354
TAT	64949
TAT	57062
TAT	65265
TAT	4343
TAT	9188
TAT	56902
TAT	55646
TAT	54148
TAT	10642
TAT	29080
TAT	6238
TAT	27339
TAT	9908
TAT	10916
TAT	23524
TAT	28957
TAT	51116
TAT	51491
TAT	51021
TAT	51649
TAT	25873
TAT	26097
TAT	28973
REV	9987
REV	1665
REV	10492
REV	63931
REV	85236
REV	10286
REV	6780
REV	8335;3012
REV	6176
REV	6181
REV	6175
REV	6741
REV	4869
REV	3005
REV	3303;3304
REV	6218
REV	6626
REV	3178
REV	3008
REV	3312
REV	26986
REV	2547
REV	7520
REV	6187
REV	3007
REV	3006
REV	8531
REV	1655
REV	6129
REV	6139
REV	4691
REV	3202
REV	2091
REV	3181
REV	6206
REV	6137
REV	6134
REV	4350
REV	6136
REV	3187
REV	6146
REV	6124
REV	6727
REV	6223
REV	6122
REV	23521
REV	5983
REV	3030
REV	10128
REV	11224
REV	6157
REV	6125
REV	6158
REV	6159
REV	539
REV	10664
REV	10972
REV	9045
REV	220988
REV	4670
REV	3185
REV	4673
REV	4150
REV	6189
REV	6154
REV	6138
REV	6155
REV	6168
REV	6201
REV	6202
REV	6210
REV	6217
REV	6208
REV	6228
REV	6222
REV	6207
REV	6205
REV	6636
REV	6130
REV	6191
REV	6147
REV	6194
REV	8360;8368;8367;8361;8364;8294;8366;554313;8362;8363;8370;121504;8359;8365
REV	9349
REV	6229
REV	6230
REV	101929876;6231
REV	6156
REV	4736
REV	6161
REV	6135
REV	6132
REV	6233
REV	4904
REV	8351;8353;8354;8355;8357;8358;8968;8356;8350;8352
REV	64432
REV	64969
REV	64968
REV	64965
REV	6152
REV	6173
REV	6143
REV	6428
REV	5935
REV	3192
REV	6427
REV	6142
REV	6742
REV	708
REV	6426
REV	1660
REV	3608
REV	3609
REV	10949
REV	6430
REV	10146
REV	11103
REV	705
REV	3184
REV	9053
REV	4076
REV	23076
REV	27332
REV	5094
REV	118460
REV	79670
REV	126208
REV	90957
REV	389421
REV	113251
REV	22907
REV	56257
REV	10189
REV	65244
REV	84295
REV	65095
REV	55299
REV	23234
REV	8971
REV	23107
REV	64978
REV	84991
REV	80829
REV	51663
REV	80198
REV	988
REV	10940
REV	3182
REV	10514
REV	84305
REV	10813
REV	28998
REV	85441
REV	64949
REV	51253
REV	57062
REV	22803
REV	83987
REV	170506
REV	26589
REV	10884
REV	55692
REV	692312;56342
REV	9188
REV	56902
REV	54948
REV	55646
REV	54148
REV	10642
REV	29080
REV	6238
REV	51605
REV	27339
REV	9908
REV	27292
REV	9967
REV	25873
REV	26097
REV	51441
REV	28973
REV	51142
RT	3848
RT	10382
RT	476
RT	3303;3304
RT	3008
RT	3312
RT	6187
RT	6129
RT	3187
RT	875
RT	3313
RT	6159
RT	22948
RT	3306
RT	6189
RT	3190
RT	6222
RT	6156
RT	4904
RT	10376
RT	8402
RT	51329
RT	64219
RT	23165
RT	55692
RT	51631
PR	728378
PR	10534
PR	3303;3304
PR	1284
PR	3008
PR	3312
PR	6188
PR	6206
PR	498
PR	6136
PR	3301
PR	3187
PR	2521
PR	4436
PR	6159
PR	22948
PR	6301
PR	3185
PR	3832
PR	6566
PR	6202
PR	6222
PR	6636
PR	7555
PR	6161
PR	4904
PR	1915
PR	10376
PR	10383
PR	5351
PR	8402
PR	5426
PR	347741
PR	7840
PR	2800
PR	10521
PR	100526737;10432
PR	85441
PR	26031
PR	23365
PR	8994
PR	7227
PR	51631
PR	26521
GAG	10643
GAG	1654
GAG	10236
GAG	5495
GAG	6780
GAG	3848
GAG	6181
GAG	6175
GAG	4869
GAG	3303;3304
GAG	6218
GAG	3178
GAG	8329;8330;8336;8969;8332
GAG	3008
GAG	3312
GAG	7150
GAG	7520
GAG	3007
GAG	3006
GAG	6165
GAG	6129
GAG	6139
GAG	4691
GAG	6188
GAG	6206
GAG	6137
GAG	6134
GAG	6136
GAG	3857
GAG	6124
GAG	6223
GAG	6122
GAG	23521
GAG	6232
GAG	11224
GAG	6157
GAG	6144
GAG	6158
GAG	6203
GAG	6159
GAG	9045
GAG	220988
GAG	4670
GAG	3185
GAG	6224
GAG	6189
GAG	6154
GAG	6138
GAG	6155
GAG	6168
GAG	3190
GAG	6202
GAG	6210
GAG	6217
GAG	6208
GAG	6228
GAG	6222
GAG	6207
GAG	6205
GAG	6130
GAG	6191
GAG	6147
GAG	6194
GAG	8360;8368;8367;8361;8364;8294;8366;554313;8362;8363;8370;121504;8359;8365
GAG	9349
GAG	6209
GAG	6229
GAG	6230
GAG	101929876;6231
GAG	6156
GAG	6170
GAG	6160
GAG	4736
GAG	6161
GAG	6135
GAG	6132
GAG	6233
GAG	6169
GAG	4904
GAG	10376
GAG	6152
GAG	6143
GAG	5813
GAG	3192
GAG	6142
GAG	8402
GAG	6141
GAG	1660
GAG	3608
GAG	3609
GAG	3184
GAG	9584
GAG	11329
GAG	126208
GAG	56829
GAG	113263
GAG	57470
GAG	8971
GAG	10521
GAG	8239
GAG	29803
GAG	64127
GAG	51091
GAG	9188
GAG	10642
GAG	55920
GAG	27339
GAG	9908
GAG	23211
GAG	25873
MA	9521
MA	3892
MA	9119
MA	2058
MA	3008
MA	3312
MA	1615
MA	6187
MA	3006
MA	6206
MA	3857
MA	4627
MA	3849
MA	3376
MA	6158
MA	5859
MA	23438
MA	5917
MA	4141
MA	6189
MA	6154
MA	6202
MA	6207
MA	6161
MA	4904
MA	9255
MA	7965
MA	3884
MA	3735
MA	10806
MA	388697
MA	51091
MA	3888
MA	29789
CA	3848
CA	3858
CA	3852
CA	3857
CA	3849
CA	51329
CA	3993
CA	51422
NC	10643
NC	1654
NC	4659
NC	1665
NC	10236
NC	10492
NC	6780
NC	3848
NC	10382
NC	6181
NC	6175
NC	6741
NC	3303;3304
NC	6218
NC	3921
NC	6626
NC	3178
NC	8329;8330;8336;8969;8332
NC	3008
NC	26986
NC	2547
NC	7520
NC	6050
NC	6187
NC	3007
NC	3006
NC	8531
NC	1655
NC	6129
NC	6139
NC	4691
NC	3181
NC	6188
NC	6206
NC	6137
NC	5725
NC	6134
NC	6136
NC	3187
NC	6133
NC	3857
NC	6124
NC	6727
NC	6223
NC	6122
NC	23521
NC	11224
NC	4839
NC	6157
NC	6125
NC	6144
NC	6158
NC	6203
NC	6193
NC	6159
NC	9045
NC	220988
NC	4670
NC	3185
NC	6224
NC	6189
NC	6154
NC	6168
NC	3190
NC	6201
NC	6202
NC	6210
NC	6217
NC	6208
NC	6222
NC	6235
NC	6207
NC	6205
NC	6633
NC	6130
NC	6191
NC	6147
NC	6194
NC	8360;8368;8367;8361;8364;8294;8366;554313;8362;8363;8370;121504;8359;8365
NC	9349
NC	6229
NC	6230
NC	101929876;6231
NC	2197
NC	6170
NC	6160
NC	4736
NC	6161
NC	6135
NC	6132
NC	6233
NC	6169
NC	4904
NC	1915
NC	10376
NC	64432
NC	64963
NC	65993
NC	64968
NC	6152
NC	6173
NC	6143
NC	6428
NC	5813
NC	3192
NC	6142
NC	6128
NC	708
NC	10657
NC	1660
NC	54888
NC	3608
NC	3609
NC	6431
NC	10146
NC	8761
NC	3396
NC	9053
NC	6150
NC	253943
NC	10189
NC	57470
NC	8971
NC	10240
NC	64978
NC	55037
NC	51663
NC	6732
NC	10514
NC	84310
NC	84305
NC	29803
NC	170506
NC	65080
NC	9188
NC	23196
NC	10642
NC	29088
NC	51191
NC	27292
NC	28957
NC	51373
NC	51081
NC	51649
NC	11171
NC	25873
p6	3848
p6	3303;3304
p6	3309
p6	3312
p6	3310
p6	6206
p6	3305
p6	3857
p6	3849
p6	6158
p6	3311
p6	3306
p6	6224
p6	6222
p6	6205
p6	4904
p6	51329
Pol	10906
Pol	10419
Pol	10534
Pol	5495
Pol	23109
Pol	3848
Pol	10382
Pol	292
Pol	203068
Pol	3303;3304
Pol	3178
Pol	3008
Pol	3312
Pol	293
Pol	3858
Pol	6187
Pol	3006
Pol	3310
Pol	4691
Pol	6188
Pol	6137
Pol	6136
Pol	3187
Pol	7529
Pol	4176
Pol	3857
Pol	5701
Pol	5704
Pol	6158
Pol	6159
Pol	22948
Pol	7203
Pol	7284
Pol	2010
Pol	3185
Pol	3832
Pol	60
Pol	6224
Pol	6189
Pol	6154
Pol	6155
Pol	6208
Pol	6228
Pol	6222
Pol	6207
Pol	6130
Pol	6191
Pol	6147
Pol	9349
Pol	101929876;6231
Pol	6156
Pol	6161
Pol	6135
Pol	6132
Pol	6233
Pol	10399
Pol	4904
Pol	1915
Pol	10376
Pol	10383
Pol	5591
Pol	3192
Pol	5214
Pol	6128
Pol	8402
Pol	10381
Pol	7280
Pol	11329
Pol	5954
Pol	92609
Pol	79084
Pol	84617
Pol	26031
Pol	54442
Pol	8803
Pol	8994
PR	10534
PR	8924
PR	3853
PR	3854
PR	3848
PR	292
PR	3303;3304
PR	3857
PR	5965
PR	286887
PR	60
PR	6222
PR	1915
PR	10376
PR	10383
PR	8402
PR	51329
PR	7840
PR	2800
PR	8994
PR	7227
RT	3848
RT	203068
RT	3303;3304
RT	3312
RT	3858
RT	3857
RT	3306
RT	2885
RT	10376
RT	8402
RT	51422
IN	10906
IN	26227
IN	4976
IN	5218
IN	4705
IN	4942
IN	3848
IN	10382
IN	292
IN	2023
IN	203068
IN	3303;3304
IN	3326
IN	3312
IN	1159;548596
IN	3310
IN	6950
IN	6188
IN	498
IN	10971
IN	5825
IN	3301
IN	3187
IN	7529
IN	4173
IN	4176
IN	3305
IN	3857
IN	4627
IN	509
IN	400
IN	22948
IN	3311
IN	7284
IN	871
IN	10952
IN	60
IN	6217
IN	6222
IN	9349
IN	6135
IN	6169
IN	10399
IN	1915
IN	10376
IN	10383
IN	5591
IN	5250
IN	5214
IN	8402
IN	472
IN	7280
IN	5955
IN	27338
IN	92609
IN	57470
IN	79711
IN	10985
IN	114823
IN	84617
IN	347733
IN	2177
IN	23195
IN	54814
IN	9373
VIF	8471
VIF	10419
VIF	10294
VIF	5495
VIF	3848
VIF	292
VIF	203068
VIF	3303;3304
VIF	3326
VIF	7431
VIF	3008
VIF	3309
VIF	3312
VIF	26986
VIF	1159;548596
VIF	3310
VIF	6129
VIF	2316
VIF	6188
VIF	498
VIF	6137
VIF	6134
VIF	3301
VIF	3187
VIF	3857
VIF	3849
VIF	6122
VIF	6158
VIF	22948
VIF	3311
VIF	7284
VIF	2010
VIF	3185
VIF	3832
VIF	6576
VIF	3306
VIF	4673
VIF	60
VIF	6154
VIF	3190
VIF	6202
VIF	6217
VIF	7531
VIF	6208
VIF	6207
VIF	6632
VIF	6191
VIF	101929876;6231
VIF	6161
VIF	7311;7314;6233;7316
VIF	6169
VIF	4904
VIF	1915
VIF	10376
VIF	10383
VIF	5591
VIF	5250
VIF	3192
VIF	5214
VIF	8402
VIF	5708
VIF	865
VIF	11329
VIF	6921
VIF	6923
VIF	51329
VIF	10075
VIF	23304
VIF	10985
VIF	10521
VIF	11331
VIF	79084
VIF	84617
VIF	55626
VIF	54442
VPR	3848
VPR	10382
VPR	3303;3304
VPR	3312
VPR	3857
VPR	9782
VPR	6158
VPR	60
VPR	6222
VPR	10376
VPR	8402
VPR	708
VPR	11018
VPR	7841
VPR	3837
VPR	1642
VPR	5931
VPR	51329
VPR	11331
VPR	54814
VPR	9730
VPR	23788
VPU	10067
VPU	10092
VPU	2181
VPU	3848
VPU	3303;3304
VPU	3309
VPU	3312
VPU	6129
VPU	6188
VPU	6136
VPU	3187
VPU	3857
VPU	3849
VPU	6124
VPU	6122
VPU	3030
VPU	10128
VPU	6203
VPU	2010
VPU	3306
VPU	3032
VPU	6224
VPU	6194
VPU	6161
VPU	6132
VPU	7311;7314;6233;7316
VPU	10376
VPU	10383
VPU	5591
VPU	5250
VPU	8402
VPU	6141
VPU	708
VPU	10155
VPU	10146
VPU	3837
VPU	23244
VPU	118460
VPU	83858
VPU	51329
VPU	122046
VPU	2177
VPU	57062
VPU	81892
VPU	23291
TAT	1654
TAT	10906
TAT	9987
TAT	5603
TAT	8653
TAT	10492
TAT	5495
TAT	9509
TAT	3848
TAT	8335;3012
TAT	292
TAT	6181
TAT	6175
TAT	6741
TAT	4869
TAT	203068
TAT	3303;3304
TAT	6218
TAT	6626
TAT	3178
TAT	3008
TAT	3312
TAT	26986
TAT	2547
TAT	7520
TAT	6187
TAT	3007
TAT	3006
TAT	8531
TAT	1655
TAT	6129
TAT	6139
TAT	4691
TAT	2091
TAT	6188
TAT	6206
TAT	6137
TAT	5725
TAT	6134
TAT	3187
TAT	6146
TAT	6124
TAT	6223
TAT	6122
TAT	23521
TAT	3030
TAT	6232
TAT	11224
TAT	6157
TAT	6125
TAT	6144
TAT	6158
TAT	6203
TAT	6159
TAT	6726
TAT	7818
TAT	220988
TAT	4670
TAT	3185
TAT	3306
TAT	6224
TAT	6189
TAT	6154
TAT	6138
TAT	6155
TAT	6168
TAT	3190
TAT	6201
TAT	6202
TAT	6210
TAT	6217
TAT	6208
TAT	6222
TAT	6207
TAT	6205
TAT	6130
TAT	6191
TAT	6147
TAT	6194
TAT	9349
TAT	6209
TAT	6230
TAT	101929876;6231
TAT	6156
TAT	6161
TAT	6135
TAT	6132
TAT	6233
TAT	4904
TAT	10376
TAT	10383
TAT	56945
TAT	64432
TAT	64963
TAT	65993
TAT	64968
TAT	6152
TAT	6173
TAT	6143
TAT	5813
TAT	3192
TAT	6142
TAT	8402
TAT	3516
TAT	6141
TAT	708
TAT	10657
TAT	1660
TAT	54888
TAT	3609
TAT	10949
TAT	10155
TAT	8761
TAT	10381
TAT	7280
TAT	705
TAT	3837
TAT	6150
TAT	51574
TAT	10189
TAT	57470
TAT	8971
TAT	10521
TAT	55037
TAT	23382
TAT	80829
TAT	51663
TAT	10514
TAT	11100
TAT	347733
TAT	29803
TAT	63893
TAT	9188
TAT	10642
TAT	27339
TAT	9908
TAT	10916
TAT	27292
TAT	51373
TAT	51649
TAT	25873
REV	10643
REV	10236
REV	10492
REV	5495
REV	6780
REV	3848
REV	10382
REV	6181
REV	6175
REV	3005
REV	3303;3304
REV	6218
REV	3921
REV	3178
REV	3008
REV	3312
REV	7150
REV	26986
REV	2547
REV	7520
REV	6187
REV	3007
REV	3006
REV	8531
REV	3310
REV	6129
REV	6139
REV	4691
REV	6188
REV	6206
REV	6137
REV	6134
REV	6136
REV	3187
REV	3305
REV	3849
REV	6124
REV	27316
REV	6122
REV	23521
REV	3030
REV	11224
REV	4839
REV	6157
REV	6144
REV	6203
REV	6193
REV	6159
REV	3311
REV	6726
REV	10972
REV	9045
REV	4673
REV	6224
REV	6189
REV	6154
REV	6168
REV	6201
REV	6202
REV	6210
REV	6217
REV	6208
REV	6222
REV	6235
REV	6207
REV	6205
REV	6130
REV	6191
REV	6147
REV	6194
REV	8360;8368;8367;8361;8364;8294;8366;554313;8362;8363;8370;121504;8359;8365
REV	9349
REV	6209
REV	6229
REV	6230
REV	101929876;6231
REV	2197
REV	6156
REV	6170
REV	6161
REV	6135
REV	6132
REV	6233
REV	4904
REV	10376
REV	56945
REV	64432
REV	64963
REV	64965
REV	6152
REV	6173
REV	6143
REV	7019
REV	3192
REV	6128
REV	6141
REV	708
REV	1660
REV	54888
REV	5928
REV	3609
REV	3550
REV	10949
REV	740
REV	11018
REV	705
REV	3184
REV	4076
REV	9584
REV	645345
REV	57710
REV	126208
REV	375775
REV	56829
REV	10189
REV	57470
REV	8971
REV	10240
REV	10521
REV	118487
REV	64978
REV	88745
REV	51663
REV	3182
REV	4676
REV	83743
REV	10514
REV	84311
REV	84305
REV	54732
REV	51073
REV	51253
REV	29074
REV	64848
REV	57129
REV	10884
REV	55692
REV	9188
REV	54606
REV	10642
REV	29088
REV	27339
REV	10916
REV	23211
REV	51373
REV	25873
REV	26097
NEF	10906
NEF	10005
NEF	51622;221960
NEF	3848
NEF	10382
NEF	292
NEF	203068
NEF	3303;3304
NEF	5213
NEF	3309
NEF	3312
NEF	1019
NEF	488
NEF	5110
NEF	7385
NEF	6188
NEF	6206
NEF	498
NEF	4176
NEF	5245
NEF	3857
NEF	6232
NEF	6193
NEF	7203
NEF	7284
NEF	2010
NEF	3306
NEF	4141
NEF	60
NEF	6222
NEF	6169
NEF	10376
NEF	10383
NEF	5591
NEF	8402
NEF	92609
NEF	51329
NEF	23165
NEF	3842
NEF	23197
NEF	11331
NEF	2177
NEF	57510
GP160	5495
GP160	23353
GP160	3105
GP160	3848
GP160	203068
GP160	3303;3304
GP160	3008
GP160	3309
GP160	3312
GP160	3310
GP160	6129
GP160	6206
GP160	811
GP160	821
GP160	6136
GP160	3305
GP160	5245
GP160	3857
GP160	7417
GP160	6159
GP160	3311
GP160	2010
GP160	3832
GP160	3306
GP160	60
GP160	6135
GP160	7311;7314;6233;7316
GP160	4904
GP160	10376
GP160	10383
GP160	8402
GP160	708
GP160	10970
GP160	5955
GP160	23193
GP160	3837
GP160	5445
GP160	11329
GP160	27248
GP160	11331
GP160	51726
GP41	10419
GP41	5495
GP41	3848
GP41	506
GP41	3303;3304
GP41	3309
GP41	3312
GP41	3310
GP41	821
GP41	3305
GP41	5245
GP41	7417
GP41	3311
GP41	3998
GP41	3832
GP41	3306
GP41	60
GP41	6222
GP41	6161
GP41	10376
GP41	10383
GP41	5591
GP41	8402
GP41	10970
GP41	5955
GP41	11329
GP41	402317;346528
GP41	27248
GP41	11331
GP41	79084
GP41	26056
GP41	54442
GP41	53407
GP41	6400
GP41	7419
GP41	23528
GP41	23788
GAG	10643
GAG	10492
GAG	5495
GAG	6780
GAG	10382
GAG	6176
GAG	6181
GAG	6175
GAG	4869
GAG	203068
GAG	3303;3304
GAG	6218
GAG	3921
GAG	6626
GAG	3178
GAG	8329;8330;8336;8969;8332
GAG	3008
GAG	3309
GAG	3312
GAG	7150
GAG	26986
GAG	2547
GAG	7520
GAG	6187
GAG	3007
GAG	3006
GAG	8531
GAG	1655
GAG	6129
GAG	6139
GAG	4691
GAG	6188
GAG	6206
GAG	6137
GAG	6134
GAG	6136
GAG	3187
GAG	6146
GAG	6124
GAG	27316
GAG	6223
GAG	6122
GAG	23521
GAG	11224
GAG	4839
GAG	6157
GAG	6125
GAG	6158
GAG	6203
GAG	6159
GAG	9045
GAG	220988
GAG	4670
GAG	3185
GAG	3832
GAG	4673
GAG	6224
GAG	6189
GAG	6154
GAG	6138
GAG	6155
GAG	6168
GAG	6201
GAG	6202
GAG	6210
GAG	6217
GAG	6208
GAG	6228
GAG	6222
GAG	6235
GAG	6207
GAG	6205
GAG	6130
GAG	6191
GAG	6147
GAG	6194
GAG	9349
GAG	6209
GAG	6229
GAG	6230
GAG	2197
GAG	6156
GAG	4736
GAG	6161
GAG	6132
GAG	6233
GAG	1984
GAG	4904
GAG	10376
GAG	10383
GAG	65993
GAG	6152
GAG	6143
GAG	5813
GAG	3192
GAG	6142
GAG	6128
GAG	6141
GAG	1660
GAG	2926
GAG	3609
GAG	10949
GAG	6431
GAG	11137
GAG	23076
GAG	23223
GAG	56829
GAG	10189
GAG	83478
GAG	57696
GAG	23234
GAG	8971
GAG	10521
GAG	8239
GAG	55037
GAG	51663
GAG	100526737;10432
GAG	83743
GAG	10514
GAG	11100
GAG	5936
GAG	51091
GAG	9188
GAG	29789
GAG	10642
GAG	79159
GAG	27339
GAG	23211
GAG	51373
GAG	65003
GAG	25873
GAG	26608
GAG	51096
GAG	9330
MA	6386
MA	9521
MA	3848
MA	203068
MA	2058
MA	8329;8330;8336;8969;8332
MA	3309
MA	3312
MA	3035
MA	1615
MA	6187
MA	3006
MA	6129
MA	4691
MA	6206
MA	6897
MA	6134
MA	6133
MA	3857
MA	6124
MA	3376
MA	6157
MA	5859
MA	9045
MA	4670
MA	5917
MA	4141
MA	6202
MA	6208
MA	6130
MA	6191
MA	9349
MA	6132
MA	7311;7314;6233;7316
MA	4904
MA	10376
MA	6143
MA	3192
MA	6128
MA	9255
MA	7965
MA	3735
MA	80201
MA	582
MA	79731
MA	51091
MA	29789
CA	3853
CA	3848
CA	10382
CA	2058
CA	3178
CA	3858
CA	1615
CA	4691
CA	3857
CA	3376
CA	6158
CA	5859
CA	5917
CA	4141
CA	9255
CA	3735
CA	84811
NC	9567
NC	5442
NC	10643
NC	1654
NC	1665
NC	10236
NC	5356
NC	10492
NC	63931
NC	85236
NC	26156
NC	6780
NC	3848
NC	10382
NC	8335;3012
NC	6176
NC	6181
NC	6175
NC	6741
NC	4869
NC	3005
NC	3303;3304
NC	6218
NC	3178
NC	8329;8330;8336;8969;8332
NC	3008
NC	3312
NC	7150
NC	26986
NC	2547
NC	7520
NC	6050
NC	6628
NC	3191
NC	6187
NC	3007
NC	3006
NC	8531
NC	1655
NC	6129
NC	6139
NC	4691
NC	3181
NC	6188
NC	6206
NC	498
NC	6137
NC	6134
NC	5594
NC	6136
NC	3187
NC	6133
NC	6146
NC	6124
NC	6727
NC	27316
NC	6223
NC	6122
NC	23521
NC	1968
NC	6232
NC	11224
NC	4839
NC	6157
NC	6125
NC	6144
NC	6158
NC	6203
NC	6193
NC	6159
NC	9045
NC	220988
NC	4670
NC	3185
NC	6182
NC	4673
NC	6224
NC	6189
NC	6154
NC	6138
NC	6155
NC	3190
NC	6201
NC	6202
NC	6210
NC	6217
NC	6208
NC	6222
NC	6207
NC	6205
NC	6130
NC	6191
NC	6147
NC	6194
NC	8360;8368;8367;8361;8364;8294;8366;554313;8362;8363;8370;121504;8359;8365
NC	9349
NC	6209
NC	6229
NC	6230
NC	101929876;6231
NC	2197
NC	6156
NC	6160
NC	4736
NC	6161
NC	6135
NC	6132
NC	6233
NC	6169
NC	1984
NC	4904
NC	1915
NC	10376
NC	64432
NC	60488
NC	64963
NC	64960
NC	65993
NC	64965
NC	6152
NC	6173
NC	6143
NC	6428
NC	5813
NC	3192
NC	102724594;7307
NC	6427
NC	5394
NC	6142
NC	6141
NC	708
NC	1660
NC	3609
NC	10949
NC	6430
NC	10155
NC	10146
NC	8761
NC	740
NC	10992
NC	11103
NC	29889
NC	9053
NC	4076
NC	9584
NC	23450
NC	6150
NC	55700
NC	51574
NC	23223
NC	22907
NC	56257
NC	56829
NC	10189
NC	84295
NC	57470
NC	138716
NC	65095
NC	26135
NC	55907
NC	57696
NC	90480
NC	23234
NC	8971
NC	10521
NC	64978
NC	51663
NC	100526737;10432
NC	5814
NC	6732
NC	988
NC	10514
NC	84311
NC	84305
NC	79171
NC	26354
NC	65005
NC	51073
NC	83987
NC	170506
NC	65265
NC	4343
NC	54938
NC	51778
NC	692312;56342
NC	9188
NC	8886
NC	10642
NC	29088
NC	51264
NC	55920
NC	79159
NC	51504
NC	27339
NC	9908
NC	23211
NC	28957
NC	65003
NC	25873
NC	10644
p6	3848
p6	3183
p6	3303;3304
p6	3309
p6	3312
p6	3858
p6	1615
p6	6187
p6	8531
p6	3310
p6	6139
p6	4691
p6	6206
p6	3187
p6	3857
p6	6124
p6	3313
p6	6122
p6	3376
p6	6144
p6	5917
p6	6168
p6	6202
p6	6210
p6	6194
p6	6132
p6	3192
p6	6141
p6	9255
p6	7965
p6	3735
p6	10342
p6	23528
Pol	8665
Pol	8471
Pol	10419
Pol	8664
Pol	26227
Pol	10294
Pol	5495
Pol	51366
Pol	9131
Pol	3105
Pol	3848
Pol	476
Pol	6176
Pol	6181
Pol	4869
Pol	203068
Pol	7388
Pol	3303;3304
Pol	3326
Pol	7431
Pol	3880
Pol	3178
Pol	3008
Pol	3309
Pol	3312
Pol	26986
Pol	293
Pol	3858
Pol	6187
Pol	3310
Pol	5211
Pol	6950
Pol	6129
Pol	6139
Pol	4691
Pol	6188
Pol	498
Pol	6137
Pol	6134
Pol	790
Pol	5518
Pol	2328
Pol	3301
Pol	3187
Pol	4176
Pol	3305
Pol	6124
Pol	3313
Pol	5965
Pol	6157
Pol	6144
Pol	6193
Pol	7203
Pol	7284
Pol	4670
Pol	3832
Pol	8662
Pol	60
Pol	6224
Pol	6189
Pol	6138
Pol	3190
Pol	6202
Pol	6217
Pol	6208
Pol	6207
Pol	6632
Pol	6130
Pol	6191
Pol	6194
Pol	9349
Pol	4736
Pol	6135
Pol	6132
Pol	6233
Pol	10399
Pol	4904
Pol	1915
Pol	10376
Pol	10383
Pol	5591
Pol	8241
Pol	3192
Pol	708
Pol	1660
Pol	3959
Pol	3608
Pol	3609
Pol	10381
Pol	7280
Pol	8661
Pol	5955
Pol	11329
Pol	5954
Pol	5094
Pol	92609
Pol	83858
Pol	56829
Pol	55832
Pol	79711
Pol	10985
Pol	8663
Pol	79084
Pol	84790
Pol	84617
Pol	347733
Pol	26031
Pol	81550
Pol	23195
Pol	55210
Pol	54442
Pol	10165
Pol	2193
PR	10419
PR	8664
PR	10534
PR	3861
PR	3853
PR	3854
PR	3848
PR	10382
PR	2597
PR	292
PR	6176
PR	3856
PR	506
PR	2023
PR	203068
PR	3303;3304
PR	3880
PR	3855
PR	3868
PR	3312
PR	3858
PR	3860
PR	3852
PR	2670
PR	3728
PR	1832
PR	6188
PR	52
PR	498
PR	790
PR	3857
PR	4627
PR	3849
PR	6232
PR	5965
PR	6158
PR	6193
PR	286887
PR	7284
PR	60
PR	6202
PR	6217
PR	6194
PR	7311;7314;6233;7316
PR	4904
PR	1915
PR	10376
PR	10383
PR	5591
PR	3192
PR	51350
PR	1828
PR	3872
PR	5052
PR	708
PR	5954
PR	448834
PR	121391
PR	388697
